Place,Time,Athlete,Country,Date of Birth,City,Event Date
1690,13:11.04,Abadi Hadis,ETH,06.11.97,Shanghai,12.05.2018
1692,13:11.05,Enrique Molina,ESP,25.02.68,Stockholm,08.07.1996
1693,13:11.07,Shem Kororia,KEN,25.09.72,Nürnberg,07.06.1996
1693,13:11.07,Zersenay Tadese,ERI,08.02.82,Heusden-Zolder,02.08.2003
1693,13:11.07,Bernard Chepkok,KEN,17.01.84,Hengelo,31.05.2004
1696,13:11.08,Wilson Busienei,UGA,18.08.81,Stockholm,25.07.2006
1696,13:11.08,Michael Kibet,KEN,03.09.99,Rovereto,27.08.2019
1698,13:11.09,Thomas Nyariki,KEN,27.09.71,Athínai,10.08.1997
1698,13:11.09,Ahmed Baday,MAR,12.01.74,Heusden-Zolder,28.07.2007
1698,13:11.09,Joseph Ebuya,KEN,20.06.87,Gateshead,10.07.2010
1698,13:11.09,Hagos Gebrhiwet,ETH,11.05.94,Glasgow,11.07.2014
1702,13:11.1A,Issac Songok,KEN,25.04.84,Nairobi,25.06.2005
1702,13:11.10,Alberto García,ESP,22.02.71,Roma,07.07.1999
1702,13:11.10,Mark Bett,KEN,22.12.76,Berlin,06.09.2002
1702,13:11.10,Bernard Koech,KEN,31.01.88,Kumagaya,20.09.2020
1706,13:11.11,Luke Kipkosgei,KEN,27.11.75,Melbourne,25.02.1999
1706,13:11.11A,Thomas Longosiwa,KEN,14.01.82,Nairobi,23.06.2012
1708,13:11.13,José Manuel Martinez,ESP,22.10.71,Huelva,20.06.2006
1708,13:11.13,Mohamed Ismail Ibrahim,DJI,01.07.97,Ooordegem,27.05.2023
1710,13:11.14,John Ngugi,KEN,10.05.62,Bruxelles,10.08.1990
1710,13:11.14,Cornelius Kangogo,KEN,31.12.93,Shanghai,18.05.2014
1712,13:11.15,Augustine Choge,KEN,21.01.87,Bruxelles,25.08.2006
1713,13:11.16,Bernard Chepkok,KEN,17.01.84,Berlin,03.09.2006
1713,13:11.16,Edwin Cheruiyot,Soi,KEN,2 Villeneuve d'Ascq,08.06.2007
1713,13:11.16,Augustine Choge,KEN,21.01.87,Zürich,28.08.2014
1713,13:11.16,Oscar Chelimo,UGA,12.12.01,Grossetto,27.05.2022
1717,13:11.17,Martin Irungu Mathathi,KEN,25.12.85,Yokohama,24.09.2004
1718,13:11.18,Ismael Kirui,KEN,20.02.75,Heusden-Zolder,05.08.2000
1718,13:11.18,Jonas Cheruiyot,KEN,11.01.84,Heusden-Zolder,23.07.2005
1720,13:11.19,Yusuf Biwott,KEN,12.11.86,Hengelo,29.05.2011
1720,13:11.19,Yusuf Biwott,KEN,12.11.86,Montreuil,07.06.2011
1722,13:11.20,Hassan Mead,USA,28.08.89,Heusden-Zolder,22.07.2017
1723,13:11.22,Paul Lonyangata,KEN,12.12.92,Montreuil,07.06.2011
1723,13:11.22,Isiah Koech,KEN,19.12.93,Birmingham,07.06.2015
1723,13:11.22,Sean McGorty,USA,07.03.95,Portland,30.06.2020
1726,13:11.24,Anas Selmouni,MAR,15.03.79,Rabat,14.06.2008
1726,13:11.24,Jonas Cheruiyot,KEN,11.01.84,Barcelona,19.07.2008
1726,13:11.24,Ben True,USA,29.12.85,Zürich,28.08.2014
1729,13:11.25,Adam Goucher,USA,18.02.75,Zürich,11.08.1999
1729,13:11.25,Evans Keitany,KEN,27.11.99,Nobeoka,04.05.2022
1731,13:11.26,Paul Kipsiele Koech,KEN,10.11.81,Bruxelles,26.08.2005
1732,13:11.27,Lawi Lalang,KEN,15.06.91,Heusden-Zolder,19.07.2014
1733,13:11.28A,Vincent Chepkok,KEN,05.07.88,Nairobi,23.06.2012
1734,13:11.29,Mathias Ntawulikura,RWA,14.07.64,Roma,09.06.1992
1734,13:11.29,Josphat Bett,KEN,12.06.90,Monaco,22.07.2011
1736,13:11.30,Marius Bakken,NOR,27.03.78,Roma,30.06.2000
1736,13:11.30,Nico Young,USA,27.07.02,San Juan Capistrano,06.05.2022
1738,13:11.31,Paul Bitok,KEN,26.06.70,Lausanne,02.07.1997
1739,13:11.32,Joseph Koskei Kipkemboi,KEN,25.08.74,Villeneuve d'Ascq,26.06.2004
1739,13:11.32,Terefe Maregu Zewdie,ETH,23.10.82,Ostrava,27.06.2007
1739,13:11.32,Jacob Krop,KEN,04.06.01,Monaco,14.08.2020
1742,13:11.33,Jimmy Gressier,FRA,04.05.97,Tokyo,06.08.2021
1743,13:11.34,Yibeltal Admassu,ETH,05.03.80,Milano,02.06.2004
1743,13:11.34,Hayle Ibrahimov,AZE,19.01.90,Rovereto,04.09.2012
1745,13:11.36,James Kwalia,KEN,12.06.84,Milano,02.07.2008
1746,13:11.37,Zakayo Ngatho,KEN,18.03.78,Osaka,12.05.2001
1746,13:11.37,Juan Luis Barrios,MEX,24.06.83,Walnut,13.04.2007
1748,13:11.38,Ayele Abshero,ETH,28.12.90,Hengelo,01.06.2009
1749,13:11.39,Abderrahim Goumri,MAR,21.05.76,Saint-Denis,04.07.2003
1750,13:11.40,Sahle Warga Betona,ETH,30.01.84,Heusden-Zolder,28.07.2007
1751,13:11.41,John Yuda,TAN,09.06.79,Stockholm,16.07.2002
1751,13:11.41,Charles Kamathi,KEN,18.05.78,Zürich,06.08.2004
1753,13:11.42,Abderrahim Goumri,MAR,21.05.76,Roma,11.07.2003
1754,13:11.44,Stephen Mokoka,RSA,31.01.85,Stellenbosch,18.04.2015
1754,13:11.44,Yann Schrub,FRA,20.03.96,Ooordegem,27.05.2023
1756,13:11.45,Abadi Hadis,ETH,06.11.97,Oslo,09.06.2016
1756,13:11.45,Andrew Butchart,GBR,14.10.91,Eugene,27.05.2017
1758,13:11.46,William Sigei,KEN,11.10.69,Monaco,02.08.1994
1758,13:11.46,Boniface Kiprop,UGA,12.10.85,Hengelo,31.05.2004
1758,13:11.46,Josphat Muchiri Ndambiri,KEN,12.02.85,Okayama,26.09.2009
1761,13:11.47,Vincent Chepkok,KEN,05.07.88,Bruxelles,05.09.2008
1762,13:11.49,Edward Zakayo,KEN,25.11.01,Rabat,16.06.2019
1763,13:11.5A,Benjamin Limo,KEN,23.08.74,Nairobi,25.06.2005
1763,13:11.50,Tim Hutchings,GBR,04.12.58,Los Angeles,11.08.1984
1763,13:11.50,Julius Gitahi,KEN,29.04.78,Stockholm,07.07.1997
1763,13:11.50,Carles Castillejo,ESP,18.08.78,Huelva,10.06.2009
1763,13:11.50,Andy Vernon,GBR,07.01.86,Palo Alto,04.05.2014
1768,13:11.51,Mike Kigen,KEN,15.01.86,Zürich,18.08.2006
1768,13:11.51,Christopher Thompson,GBR,17.04.81,Gateshead,10.07.2010
1768,13:11.51,Craig Mottram,AUS,18.06.80,Birmingham,10.07.2011
1768,13:11.51,Erick Kiptanui,KEN,19.04.90,Rovereto,27.08.2019
1772,13:11.53+,Assefa Mezgebu,ETH,19.06.78,Hengelo,01.06.1998
1773,13:11.55,Stephen Cherono,KEN,15.10.82,Melbourne,07.03.2002
1774,13:11.56,Assefa Mezgebu,ETH,19.06.78,Kerkrade,24.05.1998
1774,13:11.56,Moses Kipsiro,UGA,02.09.86,Lausanne,04.07.2013
1776,13:11.57,Stefano Mei,ITA,03.02.63,Stuttgart,31.08.1986
1776,13:11.57,James Kwalia,KEN,12.06.84,Stockholm,05.08.2003
1776,13:11.57,Mathew Kisorio,KEN,16.05.89,Bydgoszcz,13.07.2008
1776,13:11.57,Federico Bruno,ARG,18.06.93,Palo Alto,21.04.2023
1780,13:11.58,Nicholas Kimeli,KEN,29.09.98,Berlin,27.08.2017
1781,13:11.59,Ben True,USA,29.12.85,Heusden-Zolder,13.07.2013
1782,13:11.60,Josphat Bett,KEN,12.06.90,Eugene,03.07.2010
1783,13:11.61,Benjamin Maiyo,KEN,06.10.78,Stockholm,17.07.2001
1783,13:11.61,Abdullah Abdulaziz Al-Joud,KSA,10.07.75,Rabat,27.05.2012
1785,13:11.62,Paul Bitok,KEN,26.06.70,Zürich,19.08.1992
1786,13:11.63,Lopez Lomong,USA,01.01.85,Palo Alto,29.04.2012
1787,13:11.64,Hussein Al-Yami,KSA,09.04.83,Rabat,23.05.2009
1788,13:11.65,Mike Kigen,KEN,15.01.86,Roma,26.05.2011
1788,13:11.65,Davis Kiplangat,KEN,10.07.98,Roma,06.06.2019
1788,13:11.65,Grant Fisher,USA,22.04.97,Eugene,24.07.2022
1791,13:11.66,Julius Gitahi,KEN,29.04.78,Osaka,12.05.2001
1792,13:11.67,Benjamin Limo,KEN,23.08.74,Eugene,24.05.2003
1793,13:11.68,Dieter Baumann,GER,09.02.65,Zürich,11.08.1999
1793,13:11.68,Grant Fisher,USA,22.04.97,Portland,30.06.2020
1793,13:11.68,Getnet Wale,ETH,16.07.00,Eugene,28.05.2022
1796,13:11.69,Hammou Boutayeb,MAR,56,Stockholm,02.07.1990
1796,13:11.69,Dino Sefer,ETH,28.05.88,Ostrava,12.06.2008
1796,13:11.69,Vincent Yator,KEN,11.07.89,Roma,26.05.2011
1799,13:11.7+,Haile Gebrselassie,ETH,18.04.73,Hengelo,01.06.1998
1799,13:11.70,John Ngugi,KEN,10.05.62,Seoul,01.10.1988
1799,13:11.70,Marius Bakken,NOR,27.03.78,Roma,08.07.2005
1799,13:11.70,Solomon Berihu,ETH,02.10.99,Lausanne,05.07.2019
1803,13:11.72,Lucas Rotich,KEN,16.04.90,Roma,10.06.2010
1803,13:11.72,Samwel Masai,KEN,20.03.01,Kyoto,10.12.2021
1805,13:11.73,Lucas Rotich,KEN,16.04.90,Monaco,22.07.2011
1805,13:11.73,Thomas Longosiwa,KEN,14.01.82,Shanghai,19.05.2012
1805,13:11.73,Emmanuel Kiplagat,KEN,05.05.02,Nobeoka,04.05.2022
1808,13:11.74,Mohammed Mourhit,BEL,10.10.70,Heusden-Zolder,23.07.2005
1809,13:11.75,Ismaïl Sghyr,MAR,16.03.72,Bruxelles,22.08.1997
1809,13:11.75,Moses Mosop,KEN,17.07.85,Lausanne,01.07.2003
1809,13:11.75,Edwin Cheruiyot,Soi,KEN,6 New York City,11.06.2011
1809,13:11.75,Filip Ingebrigtsen,NOR,20.04.93,Roma,06.06.2019
1813,13:11.76,Richard Chelimo,KEN,21.04.72,Roma,17.07.1991
1813,13:11.76,Julius Gitahi,KEN,29.04.78,Helsinki,18.06.1997
1813,13:11.76,Titus Mbishei,KEN,28.10.90,Barcelona,22.07.2011
1813,13:11.76,Yenew Alamirew,ETH,27.05.90,Glasgow,11.07.2014
1817,13:11.77,Ondoro Osoro,KEN,03.12.67,Roma,17.07.1991
1817,13:11.77,Mebrahtom Keflezighi,USA,05.05.75,Heusden-Zolder,05.08.2000
1817,13:11.77,Tim Broe,USA,20.06.77,Oslo,29.07.2005
1817,13:11.77,Mohamed Farah,GBR,23.03.83,Lausanne,09.07.2015
1817,13:11.77,Benard Kibet,KEN,25.11.99,Abashiri,15.07.2020
1822,13:11.80,Abiyote Abate,ETH,20.11.80,Berlin,06.09.2002
1822,13:11.80,Salah El Ghazi,MAR,02.11.75,Villeneuve d'Ascq,26.06.2004
1822,13:11.80,Moses Masai,KEN,01.06.86,Villeneuve d'Ascq,08.06.2007
1822,13:11.80,Markos Geneti,ETH,30.05.84,Heusden-Zolder,28.07.2007
1822,13:11.80,Hassan Mead,USA,28.08.89,Heusden-Zolder,13.07.2013
1822,13:11.80,Yigrem Demelash,ETH,28.01.94,Berlin,31.08.2014
1828,13:11.81,Benjamin Limo,KEN,23.08.74,Hechtel,01.08.1998
1828,13:11.81,Gideon Ngatuny,KEN,10.10.86,Yokohama,22.06.2008
1828,13:11.81,Hussain Jamaan Al-Hamdah,KSA,04.08.83,Roma,10.07.2009
1828,13:11.81,Conner Mantz,USA,08.12.96,Eugene,26.06.2022
1832,13:11.82,Ismael Kirui,KEN,20.02.75,Bruxelles,03.09.1993
1833,13:11.83,David Kilel,KEN,21.05.84,Milano,02.06.2004
1833,13:11.83,Illias Fifa,ESP,16.05.89,Huelva,03.06.2016
1835,13:11.84,Salah Hissou,MAR,16.01.72,Lausanne,02.07.1997
1835,13:11.84,Albert Rop,BRN,17.07.92,Montreuil,19.06.2018
1837,13:11.85,Shadrack Kosgei,KEN,24.11.84,Ostrava,27.06.2007
1837,13:11.85,Kidane Tadese,ERI,31.08.87,Huelva,09.06.2010
1839,13:11.86,Arturo Barrios,MEX,12.12.63,Sevilla,06.06.1992
1839,13:11.86,Japheth Korir,KEN,30.06.93,Heusden-Zolder,21.07.2018
1841,13:11.87,Haile Gebrselassie,ETH,18.04.73,London,15.07.1994
1841,13:11.87,Assefa Mezgebu,ETH,19.06.78,Berlin,06.09.2002
1841,13:11.87,Markos Geneti,ETH,30.05.84,Stockholm,05.08.2003
1841,13:11.87,Bashir Abdi,BEL,10.02.89,Heusden-Zolder,22.07.2017
1845,13:11.88,Yenew Alamirew,ETH,27.05.90,Stockholm,16.06.2016
1845,13:11.88,James Kibet,KEN,10.11.88,Berlin,27.08.2017
1845,13:11.88A,Jacob Krop,KEN,04.06.01,Nairobi,03.10.2020
1848,13:11.89,Kibyego Kororia,KEN,25.12.71,Roma,09.06.1993
1849,13:11.92,Abera Kuma,ETH,31.08.90,Eugene,03.07.2010
1850,13:11.93,Alberto Salazar,USA,07.08.58,Stockholm,06.07.1982
1850,13:11.93,Anthony Famiglietti,USA,08.11.78,Walnut,13.04.2007
1852,13:11.94,Salah Hissou,MAR,16.01.72,Stockholm,05.08.2003
1852,13:11.94,Imane Merga,ETH,15.10.88,Saint-Denis,05.07.2014
1854,13:11.96,Sindre Buraas,NOR,08.05.89,Heusden-Zolder,18.07.2015
1855,13:11.97,Abraham Chebii,KEN,23.12.79,Stockholm,01.08.2000
1855,13:11.97,Benjamin Limo,KEN,23.08.74,Ostrava,12.06.2003
1855,13:11.97,Tariku Bekele,ETH,21.01.87,Zürich,06.08.2004
1855,13:11.97,Khalid Zoubaa,FRA,27.04.77,Huelva,20.06.2006
1855,13:11.97,Dejen Gebremeskel,ETH,24.11.89,Bydgoszcz,13.07.2008
1855,13:11.97,Edwin Cheruiyot,Soi,KEN,2 Eugene,29.05.2015
1855,13:11.97,Yomif Kejelcha,ETH,01.08.97,Barcelona,09.07.2016
1855,13:11.97,Nicholas Kimeli,KEN,29.09.98,Eugene,24.07.2022
1863,13:11.98,Charles Kamathi,KEN,18.05.78,Hiroshima,29.04.2005
1864,13:11.99,Valeriy Abramov,RUS,22.08.56,Rieti,09.09.1981
1864,13:11.99,Craig Mottram,AUS,18.06.80,Melbourne,21.02.2008
1864,13:11.99,Jonathan Ndiku,KEN,18.09.91,Okayama,26.09.2009
1867,13:12.01,Andrew Bumbalough,USA,14.03.87,Heusden-Zolder,13.07.2013
1868,13:12.02,Jonathan Komen,KEN,04.02.82,Milano,02.07.2008
1868,13:12.02,Gideon Ngatuny,KEN,10.10.86,Hengelo,01.06.2009
1870,13:12.03,Wilson Busienei,UGA,18.08.81,Heusden-Zolder,31.07.2004
1871,13:12.04,Luke Kipkosgei,KEN,27.11.75,Melbourne,25.02.1998
1871,13:12.04,Craig Mottram,AUS,18.06.80,Melbourne,07.03.2002
1873,13:12.05,Joseph Kimani,KEN,21.09.72,Stockholm,10.07.1995
1874,13:12.07,Mike Kigen,KEN,15.01.86,New York City,11.06.2011
1874,13:12.07,Caleb Ndiku,KEN,09.10.92,Glasgow,27.07.2014
1876,13:12.09,Thomas Longosiwa,KEN,14.01.82,Roma,10.07.2009
1876,13:12.09,Yomif Kejelcha,ETH,01.08.97,Eugene,24.07.2022
1878,13:12.10,Brahim Boutayeb,MAR,15.08.67,La Coruña,25.07.1989
1878,13:12.10,Paul Bitok,KEN,26.06.70,Oslo,22.07.1994
1880,13:12.11,Khalid Skah,MAR,29.01.67,Villeneuve d'Ascq,17.06.1995
1881,13:12.12,Yobes Ondieki,KEN,21.02.61,Sevilla,20.06.1989
1881,13:12.12,John Kariuki,KEN,10.11.86,Hiroshima,29.04.2005
1881,13:12.12,Evan Jager,USA,08.03.89,Portland,30.06.2020
1884,13:12.13,Mohamed Issangar,MAR,12.12.64,Roma,08.06.1994
1885,13:12.14,Aloÿs Nizigama,BDI,18.06.66,Villeneuve d'Ascq,02.07.1993
1885,13:12.14,Bob Kennedy,USA,18.08.70,Eugene,26.05.1996
1885,13:12.14,Gebre-egziabher Gebremariam,ETH,10.09.84,Berlin,06.09.2002
1885,13:12.14,Hugo Hay,FRA,28.03.97,Montreuil,02.06.2022
1889,13:12.15,Henry Rono,KEN,12.02.52,Koblenz,26.08.1981
1889,13:12.15,Abdennacer Fathi,MAR,20.05.87,Rabat,27.05.2012
1889,13:12.15,Aweke Ayalew,BRN,23.02.93,Lausanne,04.07.2013
1892,13:12.16,Mark Carroll,IRL,15.01.72,Zürich,11.08.2000
1892,13:12.16,Christian Belz,SUI,11.09.74,Heusden-Zolder,02.08.2003
1892,13:12.16,Daniel Salel,KEN,11.12.90,Torino,12.06.2010
1895,13:12.17,Hussain Jamaan Al-Hamdah,KSA,04.08.83,Rio de Janeiro,23.07.2011
1896,13:12.18,José David Galván,MEX,06.04.73,Walnut,13.04.2007
1896,13:12.18,Alex Oloitiptip,KEN,20.12.90,Milano,02.07.2008
1898,13:12.19A,Jacob Krop,KEN,04.06.01,Nairobi,07.05.2022
1899,13:12.21,Alistair Cragg,IRL,13.06.80,New York City,11.06.2011
1900,13:12.22,Richard Chelimo,KEN,21.04.72,Oslo,06.07.1991
1900,13:12.22,Albert Chepkurui,KEN,29.07.81,Berlin,06.09.2002
1900,13:12.22,Jonas Cheruiyot,KEN,11.01.84,Berlin,03.09.2006
1900,13:12.22,Abebe Dinkesa Negera,ETH,06.03.84,Milano,02.07.2008
1900,13:12.22,Bouabdellah Tahri,FRA,20.12.78,Shanghai,18.05.2014
1905,13:12.23,El Hassan Lahssini,MAR,01.01.75,Zürich,11.08.1999
1905,13:12.23,Zersenay Tadese,ERI,08.02.82,Sevilla,04.06.2005
1905,13:12.23,Geoffrey Kamworor,KEN,28.11.92,New York City,11.06.2011
1908,13:12.24,Shadrack Kosgei,KEN,24.11.84,Eugene,24.05.2003
1908,13:12.24,Chris Solinsky,USA,05.12.84,Heusden-Zolder,28.07.2007
1910,13:12.25,Caleb Ndiku,KEN,09.10.92,Eugene,28.05.2016
1911,13:12.26,Brahim Boutayeb,MAR,15.08.67,Rieti,09.09.1990
1911,13:12.26,Million Wolde,ETH,17.03.79,Zürich,11.08.2000
1911,13:12.26,James Mwangi Murigi,KEN,15.07.86,Osaka,06.05.2006
1911,13:12.26,Anthony Kibe,KEN,27.03.03,Nobeoka,04.05.2023
1915,13:12.27,David Chelule,KEN,07.07.77,Berlin,26.08.1997
1915,13:12.27,Cooper Teare,USA,18.08.99,Eugene,11.06.2021
1917,13:12.28,Hailu Mekonnen,ETH,04.04.80,Nürnberg,17.06.2001
1917,13:12.28,Mohamed Farah,GBR,23.03.83,Oslo,03.07.2009
1919,13:12.29,Suleiman Nyambui,TAN,13.02.53,Stockholm,18.06.1979
1919,13:12.29,Wilson Omwoyo,KEN,25.11.65,Villeneuve d'Ascq,02.07.1993
1919,13:12.29,Thomas Nyariki,KEN,27.09.71,Atlanta,03.08.1996
1919,13:12.29,Bouabdellah Tahri,FRA,20.12.78,Villeneuve d'Ascq,08.06.2007
1919,13:12.29,Micah Kogo,KEN,03.06.86,Zürich,29.08.2008
1924,13:12.30,John Ngugi,KEN,10.05.62,Zürich,15.08.1990
1925,13:12.32,Geoffrey Kusuro,UGA,12.02.89,Barcelona,22.07.2011
1926,13:12.33,Jamal Bilal Salem,QAT,12.09.78,Saint-Denis,01.07.2005
1927,13:12.34,Henry Rono,KEN,12.02.52,London,11.09.1981
1927,13:12.34,José Luis González,ESP,08.12.57,Oslo,04.07.1987
1929,13:12.35,Bob Kennedy,USA,18.08.70,Atlanta,03.08.1996
1929,13:12.35,Sergey Lebid,UKR,15.07.75,Roma,08.07.2005
1931,13:12.36,Abera Kuma,ETH,31.08.90,Birmingham,10.07.2011
1931,13:12.36,Galen Rupp,USA,08.05.86,Eugene,29.05.2015
1933,13:12.37,El Hassan Lahssini,MAR,01.01.75,Saint-Denis,05.07.2002
1933,13:12.37,Josphat Kiprono Menjo,KEN,20.08.79,Lausanne,10.07.2007
1935,13:12.40,Samuel Wanjiru,KEN,10.11.86,Hiroshima,29.04.2005
1935,13:12.40,Tilahun Regessa,ETH,18.01.90,Tangier,13.07.2008
1935,13:12.40,Hagos Gebrhiwet,ETH,11.05.94,Stockholm,21.08.2014
1938,13:12.41,Kinde Atanaw,ETH,15.04.93,Carquefou,20.06.2014
1939,13:12.42,Yobes Ondieki,KEN,21.02.61,Bruxelles,03.09.1993
1940,13:12.43,Edward Cheserek,KEN,02.02.94,San Juan Capistrano,06.05.2022
1941,13:12.44,Bernard Lagat,USA,12.12.74,Berlin,03.09.2006
1942,13:12.47,Henry Rono,KEN,12.02.52,Rieti,09.09.1981
1942,13:12.47,Dieter Baumann,GER,09.02.65,Berlin,30.08.1994
1942,13:12.47,Paul Kosgei,KEN,22.04.78,Stockholm,01.08.2000
1942,13:12.47,Bernard Kiprop Kipyego,KEN,16.07.86,London,22.07.2005
1942,13:12.47,Ahmed Baday,MAR,12.01.74,Stockholm,25.07.2006
1942,13:12.47,Albert Rop,KEN,17.07.92,Eugene,02.06.2012
1948,13:12.48,Joseph Kiplimo,KEN,20.07.88,Rovereto,01.09.2009
1949,13:12.49,José Manuel Abascal,ESP,17.03.58,Oslo,04.07.1987
1949,13:12.49,Tariku Bekele,ETH,21.01.87,Bergen,11.06.2004
1951,13:12.50,Yobes Ondieki,KEN,21.02.61,Zürich,19.08.1992
1951,13:12.50,Arne Gabius,GER,22.03.81,Heusden-Zolder,13.07.2013
1953,13:12.51,Saïd Aouita,MAR,02.11.59,Lausanne,10.07.1984
1953,13:12.51,Moses Kipsiro,UGA,02.09.86,El Djezair,22.07.2007
1955,13:12.52,Dieter Baumann,GER,09.02.65,Barcelona,08.08.1992
1956,13:12.53,Hansjörg Kunze,GDR,28.12.59,Zürich,18.08.1982
1956,13:12.53,Worku Bikila,ETH,06.05.68,Durban,27.06.1993
1956,13:12.53,Abraham Chebii,KEN,23.12.79,Oslo,13.07.2001
1956,13:12.53,Richard Limo,KEN,18.11.80,Oslo,29.07.2005
1960,13:12.54,Werner Schildhauer,GER,05.06.59,Zürich,18.08.1982
1960,13:12.54,Cornelius Kangogo,KEN,31.12.93,Bellinzona,06.06.2016
1962,13:12.55,Albert Chepkurui,KEN,29.07.81,Lausanne,01.07.2003
1962,13:12.55,John Kariuki,KEN,10.11.86,Tokyo,03.06.2005
1962,13:12.55,Samwel Masai,KEN,20.03.01,Hengelo,08.06.2021
1965,13:12.56,Daniel Kipchirchir Komen,KEN,27.11.84,Villeneuve d'Ascq,09.06.2012
1965,13:12.56,Robert Kiprop,KEN,25.02.97,Firenze,10.06.2021
1965,13:12.56,Luc Bruchet,CAN,23.02.91,Burnaby,12.06.2021
1968,13:12.59,Yomif Kejelcha,ETH,01.08.97,Lausanne,09.07.2015
1969,13:12.60,Abdullah Ahmad Hassan,QAT,29.07.81,Monaco,19.09.2004
1969,13:12.60,Mark Kiptoo,KEN,21.06.76,Beograd,29.05.2007
1971,13:12.62,Ismaïl Sghyr,FRA,16.03.72,Zürich,11.08.2000
1972,13:12.63,Martin Irungu Mathathi,KEN,25.12.85,Okayama,26.09.2009
1972,13:12.63,Tetsuya Yoroizaka,JPN,20.03.90,Heusden-Zolder,18.07.2015
1974,13:12.64,Josphat Kiprono Menjo,KEN,20.08.79,El Djezair,22.07.2007
1974,13:12.64,Tasama Dame,ETH,12.10.87,Heusden-Zolder,13.07.2013
1976,13:12.65,Evans Keitany,KEN,27.11.99,Nobeoka,04.05.2019
1977,13:12.66,John Kipkoech,KEN,29.12.91,Shanghai,19.05.2012
1978,13:12.67,Philip Mosima,KEN,02.01.77,Roma,07.07.1999
1978,13:12.67,Victor Chumo,KEN,19.03.87,Rabat,27.05.2012
1978,13:12.67,Ben True,USA,29.12.85,Eugene,28.05.2016
1978,13:12.67,Solomon Berihu,ETH,02.10.99,Stockholm,16.06.2016
1982,13:12.68,Fita Bayissa,ETH,15.12.72,Lausanne,02.07.1997
1982,13:12.68,Antonio Abadía,ESP,02.07.90,Hengelo,22.05.2016
1982,13:12.68,Patrick Tiernan,AUS,11.09.94,London,20.07.2019
1985,13:12.70,Dagne Alemu,ETH,15.10.80,Hengelo,31.05.2004
1986,13:12.71,Paul Bitok,KEN,26.06.70,Barcelona,08.08.1992
1986,13:12.71,Chala Regassa,ETH,30.04.97,Shanghai,18.05.2019
1986,13:12.71,Kirubel Erassa,USA,17.06.93,San Juan Capistrano,06.03.2021
1989,13:12.72,Wilfred Kimitei,KEN,11.03.85,Carquefou,20.06.2014
1989,13:12.72,Albert Rop,BRN,17.07.92,Shanghai,12.05.2018
1989,13:12.72,Hailemariyam Amare,ETH,22.02.97,Rovereto,30.08.2022
1992,13:12.73,Arturo Barrios,MEX,12.12.63,Rieti,09.09.1990
1992,13:12.73,Andrew Butchart,GBR,14.10.91,Berlin,27.08.2017
1992,13:12.73,Cooper Teare,USA,18.08.99,Walnut,06.05.2023
1995,13:12.74,Khalid Skah,MAR,29.01.67,Berlin,30.08.1994
1995,13:12.74,Alistair Cragg,IRL,13.06.80,London,30.07.2004
1997,13:12.75,Paul Tanui,KEN,22.12.90,Zürich,28.08.2014
1998,13:12.76,William Kalya,KEN,04.08.74,Berlin,26.08.1997
1998,13:12.76,Tim Broe,USA,20.06.77,Carson,24.06.2005
1998,13:12.76,Fabiano Joseph Naasi,TAN,24.12.85,Melbourne,20.03.2006
1998,13:12.76,Alex Oloitiptip,KEN,20.12.90,Barcelona,22.07.2011
1998,13:12.76,Charles Philibert-Thiboutot,CAN,31.12.90,San Juan Capistrano,06.05.2022
2003,13:12.77,Josphat Muchiri Ndambiri,KEN,12.02.85,Fukuroi,03.05.2011
2004,13:12.78,Thomas Wessinghage,FRG,22.02.52,Zürich,18.08.1982
2004,13:12.78,Paul Bitok,KEN,26.06.70,San Sebastián,03.07.2004
2004,13:12.78,Moukhled Al-Outaibi,KSA,30.04.80,Ostrava,12.06.2008
2007,13:12.80,Ondoro Osoro,KEN,03.12.67,Oslo,06.07.1991
2008,13:12.83,Fernando Mamede,POR,01.11.51,Oslo,28.06.1984
2008,13:12.83,Solomon Bushendich,KEN,10.01.84,Milano,03.06.2003
2008,13:12.83,Augustine Choge,KEN,21.01.87,Hengelo,29.05.2005
2008,13:12.83,Silas Kipruto,KEN,26.09.84,Heusden-Zolder,20.07.2008
2012,13:12.84,Yomif Kejelcha,ETH,01.08.97,Hengelo,10.10.2020
2013,13:12.86,Dick Quax,NZL,01.01.48,Stockholm,05.07.1977
2013,13:12.86,Hicham Bellani,MAR,15.09.79,Roma,02.07.2004
2013,13:12.86,Eliud Kipchoge,KEN,05.11.84,Helsinki,11.08.2005
2016,13:12.87,Mohamed Farah,GBR,23.03.83,Eagle Rock,18.05.2012
2017,13:12.88,Tim Hutchings,GBR,04.12.58,Stuttgart,31.08.1986
2017,13:12.88,Habte Jifar,ETH,29.01.76,Paris,25.06.1997
2017,13:12.88,Nibret Melak,ETH,09.10.99,Eugene,27.05.2022
2020,13:12.90,Justus Soget,KEN,22.10.99,Fukagawa,22.06.2022
2021,13:12.91,Matt Centrowitz,USA,28.01.55,Eugene,05.06.1982
2021,13:12.91,Enrique Molina,ESP,25.02.68,Atlanta,03.08.1996
2021,13:12.91,Cyrus Rutto,KEN,13.08.92,Hengelo,08.06.2013
2024,13:12.93,Craig Mottram,AUS,18.06.80,Helsinki,11.08.2005
2024,13:12.93,Micah Kogo,KEN,03.06.86,Ostrava,27.06.2007
2026,13:12.94,Jonathan Ndiku,KEN,18.09.91,Shanghai,18.05.2014
