Place,Time,Wind,Athlete,Country,Date of Birth,City,Event Date
638,10.94,-1.4,Elaine Thompson-Herah,JAM,28.06.92,London,09.07.2017
638,10.94,+1.0,Marie-Josée Ta Lou,CIV,18.11.88,Birmingham,20.08.2017
638,10.94,+0.6,Dina Asher-Smith,GBR,04.12.95,Roma,06.06.2019
638,10.94,+0.6,Briana Williams,JAM,21.03.02,Kingston,21.06.2019
638,10.94,+1.7,Marie-Josée Ta Lou,CIV,18.11.88,Lausanne,26.08.2021
638,10.94,+0.6,Mujinga Kambundji,SUI,17.06.92,Zürich,09.09.2021
638,10.94,+1.3,Twanisha Terry,USA,24.01.99,Clermont,01.05.2022
638,10.94,+2.0,Michelle-Lee Ahye,TTO,10.04.92,San Juan Capistrano,07.05.2022
638,10.94,-0.9,Elaine Thompson-Herah,JAM,28.06.92,Kingston,21.05.2022
638,10.94,+1.5,Tamara Clark,USA,09.01.99,Eugene,23.06.2022
638,10.94,+1.8,Celera Barnes,USA,02.12.98,Eugene,24.06.2022
638,10.94,+0.9,Briana Williams,JAM,21.03.02,Kingston,24.06.2022
638,10.94,+0.5,Aleia Hobbs,USA,24.02.96,Chorzów,06.08.2022
638,10.94,±0.0,Tamari Davis,USA,15.02.03,Lausanne,26.08.2022
638,10.94,-1.2,Marie-Josée Ta Lou,CIV,18.11.88,Padova,04.09.2022
708,10.95,+1.0,Bärbel Wöckel,GDR,21.03.55,Dresden,01.07.1982
708,10.95,-0.2,Marlies Göhr,GDR,21.03.58,Praha,16.08.1984
708,10.95,+0.1,Marlies Göhr,GDR,21.03.58,Moskva,17.08.1985
708,10.95,-0.1,Evelyn Ashford,USA,15.04.57,Zürich,13.08.1986
708,10.95,-0.4,Marlies Göhr,GDR,21.03.58,Praha,27.06.1987
708,10.95,+0.7,Heike Drechsler,GER,16.12.64,Roma,30.08.1987
708,10.95,+1.7,Dawn Sowell,USA,27.03.66,Houston,16.06.1989
708,10.95,+1.3,Merlene Ottey,JAM,10.05.60,Villeneuve d'Ascq,25.06.1989
708,10.95,+1.2,Gail Devers,USA,19.11.66,Walnut,18.04.1992
708,10.95,+0.6,Irina Privalova,RUS,12.11.68,Bruxelles,28.08.1992
708,10.95,+0.9,Merlene Ottey,JAM,10.05.60,Lausanne,06.07.1994
708,10.95,+0.5,Gwen Torrence,USA,12.06.65,Sankt Peterburg,24.07.1994
708,10.95,-0.1,Gwen Torrence,USA,12.06.65,Köln,21.08.1994
708,10.95,+1.3,Merlene Ottey,JAM,10.05.60,Oslo,05.07.1996
708,10.95,-0.4,Merlene Ottey,JAM,10.05.60,Bellinzona,12.07.1996
708,10.95,-0.8,Merlene Ottey,JAM,10.05.60,Zürich,14.08.1996
708,10.95,+2.0,Christine Arron,FRA,13.09.73,Bonneuil-sur-Marne,24.05.1998
708,10.95,+1.4,Li Xuemei,CHN,05.01.77,Beijing,06.06.1998
708,10.95,+1.9,Chandra Sturrup,BAH,12.09.71,Nassau,20.06.1998
708,10.95,+1.1,Chryste Gaines,USA,14.09.70,Stockholm,05.08.1998
708,10.95,±0.0,Chryste Gaines,USA,14.09.70,Monaco,08.08.1998
708,10.95,-0.8,Christine Arron,FRA,13.09.73,Bruxelles,28.08.1998
708,10.95,-0.1,Zhanna Block,UKR,06.07.72,Sevilla,22.08.1999
708,10.95,-0.1,Gail Devers,USA,19.11.66,Sevilla,22.08.1999
708,10.95,-1.2,Marion Jones,USA,12.10.75,Zürich,11.08.2000
708,10.95,+0.1,Chandra Sturrup,BAH,12.09.71,Bruxelles,24.08.2001
708,10.95,+0.3,Tayna Lawrence,JAM,17.09.75,Monaco,19.07.2002
708,10.95,-0.5,Chryste Gaines,USA,14.09.70,Zürich,16.08.2002
708,10.95,+1.6,Christine Arron,FRA,13.09.73,Sotteville-lès-Rouen,16.07.2004
708,10.95,+1.3,Veronica Campbell-Brown,JAM,16.05.82,Helsinki,08.08.2005
708,10.95,+1.7,Christine Arron,FRA,13.09.73,Paris,03.09.2005
708,10.95,+0.3,Sherone Simpson,JAM,12.08.84,Bruxelles,25.08.2006
708,10.95,+2.0,Me'Lisa Barber,USA,04.10.80,Carson,20.05.2007
708,10.95A,+1.8,Simone Facey,JAM,07.05.85,Boulder,18.05.2008
708,10.95,±0.0,Shelly-Ann Fraser-Pryce,JAM,27.12.86,London,26.07.2008
708,10.95,-0.7,Sherone Simpson,JAM,12.08.84,Monaco,29.07.2008
708,10.95,+0.1,Veronica Campbell-Brown,JAM,16.05.82,Berlin,17.08.2009
708,10.95,+0.3,Carmelita Jeter,USA,24.11.79,Gateshead,10.07.2010
708,10.95,+1.2,Carmelita Jeter,USA,24.11.79,Shanghai,15.05.2011
708,10.95,+2.0,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Eugene,04.06.2011
708,10.95,+1.8,Veronica Campbell-Brown,JAM,16.05.82,Kingston,24.06.2011
708,10.95,+0.6,Veronica Campbell-Brown,JAM,16.05.82,Saint-Denis,08.07.2011
708,10.95,+0.4,Carmelita Jeter,USA,24.11.79,Georgetown,08.05.2013
708,10.95,+1.1,Murielle Ahouré-Demps,CIV,23.08.87,London,27.07.2013
708,10.95,-0.4,Carmelita Jeter,USA,24.11.79,Moskva,12.08.2013
708,10.95,-0.4,Murielle Ahouré-Demps,CIV,23.08.87,Moskva,12.08.2013
708,10.95,+0.9,Sherone Simpson,JAM,12.08.84,Toronto,22.07.2015
708,10.95,+1.7,Jenna Prandini,USA,20.11.92,Norwalk,16.04.2016
708,10.95,+1.0,Morolake Akinosun,USA,17.05.94,Eugene,03.07.2016
708,10.95,+0.8,Dafne Schippers,NED,15.06.92,Azusa,14.04.2017
708,10.95,+1.3,Gina Lückenkemper,GER,21.11.96,London,05.08.2017
708,10.95,+1.1,Marie-Josée Ta Lou,CIV,18.11.88,Montreuil,19.06.2018
708,10.95,+1.1,Mujinga Kambundji,SUI,17.06.92,Zofingen,13.07.2018
708,10.95,+1.6,Kayla White,USA,24.09.96,Austin,08.06.2019
708,10.95,-0.6,Shelly-Ann Fraser-Pryce,JAM,27.12.86,London,21.07.2019
708,10.95,-0.3,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Bruxelles,06.09.2019
708,10.95,+1.1,Sha'Carri Richardson,USA,25.03.00,Montverde,10.08.2020
708,10.95,+1.3,Natasha Morrison,JAM,17.11.92,Kingston,05.06.2021
708,10.95,+0.1,Mujinga Kambundji,SUI,17.06.92,Tokyo,30.07.2021
708,10.95,+1.6,Aleia Hobbs,USA,24.02.96,Walnut,16.04.2022
708,10.95,+0.9,Kevona Davis,JAM,20.12.01,Lubbock,14.05.2022
708,10.95,+1.4,Marybeth Sant-Price,USA,06.06.95,Nashville,05.06.2022
708,10.95,+0.5,Javianne Oliver,USA,26.12.94,Eugene,24.06.2022
708,10.95,+0.4,Murielle Ahouré-Demps,CIV,23.08.87,Port of Spain,25.06.2022
708,10.95,-0.2,Daryll Neita,GBR,29.08.96,Eugene,16.07.2022
708,10.95,+0.8,Twanisha Terry,USA,24.01.99,Eugene,16.07.2022
708,10.95,+0.4,Elaine Thompson-Herah,JAM,28.06.92,Birmingham,03.08.2022
708,10.95A,-0.1,Tina Clayton,JAM,17.08.04,Cali,03.08.2022
708,10.95,+0.1,Daryll Neita,GBR,29.08.96,München,16.08.2022
708,10.95,+1.1,Morolake Akinosun,USA,17.05.94,Fresno,29.04.2023
708,10.95,+1.8,Julien Alfred,LCA,10.06.01,Austin,29.04.2023
708,10.95,+1.3,Aleia Hobbs,USA,24.02.96,Westwood,27.05.2023
780,10.96,-1.3,Evelyn Ashford,USA,15.04.57,Knoxville,19.06.1982
780,10.96,+0.9,Marlies Göhr,GDR,21.03.58,Erfurt,12.05.1984
780,10.96,+0.8,Silke Möller,GER,20.06.64,Jena,27.06.1986
780,10.96,+0.9,Heike Drechsler,GER,16.12.64,Dresden,16.08.1986
780,10.96,±0.0,Florence Griffith-Joyner,USA,21.12.59,Köln,16.08.1987
780,10.96,+0.4,Anelia Nuneva,BUL,30.06.62,Kvarnsveden,19.06.1988
780,10.96,+0.9,Heike Drechsler,GER,16.12.64,Stockholm,05.07.1988
780,10.96,+0.5,Heike Drechsler,GER,16.12.64,Seoul,24.09.1988
780,10.96,±0.0,Anelia Nuneva,BUL,30.06.62,Seoul,24.09.1988
780,10.96,+1.3,Dawn Sowell,USA,27.03.66,Villeneuve d'Ascq,25.06.1989
780,10.96,±0.0,Gwen Torrence,USA,12.06.65,Lausanne,10.07.1991
780,10.96,+1.2,Marie-José Pérec,FRA,09.05.68,Dijon,27.07.1991
780,10.96,+0.2,Gwen Torrence,USA,12.06.65,Berlin,10.09.1991
780,10.96,+2.0,Galina Malchugina,RUS,17.12.62,Moskva,22.06.1992
780,10.96,+1.4,Gail Devers,USA,19.11.66,Villeneuve d'Ascq,02.07.1993
780,10.96,+1.5,Merlene Ottey,JAM,10.05.60,Lausanne,07.07.1993
780,10.96,-0.3,Irina Privalova,RUS,12.11.68,Stuttgart,16.08.1993
780,10.96,+0.9,Irina Privalova,RUS,12.11.68,Göteborg,07.08.1995
780,10.96,+1.8,Gwen Torrence,USA,12.06.65,Eugene,26.05.1996
780,10.96,+0.9,Gail Devers,USA,19.11.66,Atlanta,14.06.1996
780,10.96,+0.9,Chryste Gaines,USA,14.09.70,Atlanta,14.06.1996
780,10.96,+1.1,Inger Miller,USA,12.06.72,Atlanta,15.06.1996
780,10.96,+1.1,Chryste Gaines,USA,14.09.70,Atlanta,15.06.1996
780,10.96,-0.7,Gwen Torrence,USA,12.06.65,Atlanta,27.07.1996
780,10.96,-0.8,Gwen Torrence,USA,12.06.65,Zürich,14.08.1996
780,10.96,+1.4,Merlene Ottey,JAM,10.05.60,Kingston,20.06.1997
780,10.96,+0.3,Marion Jones,USA,12.10.75,Athínai,02.08.1997
780,10.96,-1.2,Merlene Ottey,JAM,10.05.60,Zürich,13.08.1997
780,10.96,+0.9,Gail Devers,USA,19.11.66,Bruxelles,22.08.1997
780,10.96,+1.2,Chryste Gaines,USA,14.09.70,New Orleans,19.06.1998
780,10.96,-0.5,Chandra Sturrup,BAH,12.09.71,Nassau,18.06.1999
780,10.96,+1.0,Eldece Clarke-Lewis,BAH,13.02.65,Fort-de-France,29.04.2000
780,10.96,+0.1,Debbie Ferguson-McKenzie,BAH,16.01.76,Nassau,21.07.2000
780,10.96,-1.2,Inger Miller,USA,12.06.72,Zürich,11.08.2000
780,10.96,+0.5,Zhanna Block,UKR,06.07.72,Saint-Denis,06.07.2001
780,10.96,+0.1,Ekateríni Thánou,GRE,01.02.75,Bruxelles,24.08.2001
780,10.96,+0.7,Chryste Gaines,USA,14.09.70,Palo Alto,21.06.2002
780,10.96,+0.4,Muriel Hurtis,FRA,25.03.79,Annecy,22.06.2002
780,10.96,+0.3,Chandra Sturrup,BAH,12.09.71,Oslo,27.06.2003
780,10.96,-0.1,Lauryn Williams,USA,11.09.83,Athínai,21.08.2004
780,10.96,-0.3,Veronica Campbell-Brown,JAM,16.05.82,Carson,22.05.2005
780,10.96,+0.4,Christine Arron,FRA,13.09.73,Helsinki,08.08.2005
780,10.96,+1.2,Torri Edwards,USA,31.01.77,New York City,02.06.2007
780,10.96,+0.9,Kerron Stewart,JAM,16.04.84,Kingston,03.05.2008
780,10.96,+1.0,Allyson Felix,USA,18.11.85,Eugene,28.06.2008
780,10.96,+0.9,Carmelita Jeter,USA,24.11.79,Walnut,18.04.2009
780,10.96,+0.4,Veronica Campbell-Brown,JAM,16.05.82,Athínai,13.07.2009
780,10.96,+1.4,Kerron Stewart,JAM,16.04.84,Kingston,01.05.2010
780,10.96,+0.8,Ivet Lalova-Collio,BUL,18.05.84,Sliven,02.07.2011
780,10.96,+1.9,Kimberlyn Duncan,USA,02.08.91,Baton Rouge,13.05.2012
780,10.96,+1.4,Tianna Bartoletta,USA,30.08.85,Eugene,23.06.2012
780,10.96,+0.9,Tianna Bartoletta,USA,30.08.85,Eugene,23.06.2012
780,10.96,±0.0,Blessing Okagbare,NGR,09.10.88,Monaco,20.07.2012
780,10.96,+0.4,Kelly-Ann Baptiste,TTO,14.10.86,London,03.08.2012
780,10.96,+0.9,English Gardner,USA,22.04.92,Eugene,07.06.2013
780,10.96,+0.9,Kerron Stewart,JAM,16.04.84,Kingston,21.06.2013
780,10.96,+2.0,Aurieyall Scott,USA,18.05.92,Des Moines,21.06.2013
780,10.96,-0.4,Veronica Campbell-Brown,JAM,16.05.82,Kingston,27.06.2014
780,10.96,+0.8,Veronica Campbell-Brown,JAM,16.05.82,Monaco,18.07.2014
780,10.96,+1.2,Jenna Prandini,USA,20.11.92,Eugene,26.06.2015
780,10.96,+0.9,Natasha Morrison,JAM,17.11.92,Beijing,24.08.2015
780,10.96,+1.0,Jenna Prandini,USA,20.11.92,Eugene,03.07.2016
780,10.96,-1.0,Dafne Schippers,NED,15.06.92,Amsterdam,08.07.2016
780,10.96,-1.3,Marie-Josée Ta Lou,CIV,18.11.88,London,23.07.2016
780,10.96,-0.7,Marie-Josée Ta Lou,CIV,18.11.88,London,23.07.2016
780,10.96,-0.3,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Rio de Janeiro,12.08.2016
780,10.96,+1.0,Christania Williams,JAM,17.10.94,Rio de Janeiro,13.08.2016
780,10.96,+0.3,Mikiah Brisco,USA,14.07.96,Eugene,10.06.2017
780,10.96,+0.1,Marie-Josée Ta Lou,CIV,18.11.88,Paris,01.07.2017
780,10.96,-0.4,Dafne Schippers,NED,15.06.92,London,09.07.2017
780,10.96,+0.1,Dafne Schippers,NED,15.06.92,London,06.08.2017
780,10.96,+1.5,Murielle Ahouré-Demps,CIV,23.08.87,Ad-Dawhah,04.05.2018
780,10.96,+0.6,Ashley Henderson,USA,04.12.95,Des Moines,22.06.2018
780,10.96,+0.9,Jenna Prandini,USA,20.11.92,Toronto,11.08.2018
780,10.96,+1.5,Kayla White,USA,24.09.96,Greensboro,04.05.2019
780,10.96,+0.5,Marie-Josée Ta Lou,CIV,18.11.88,London,21.07.2019
780,10.96,-0.9,Dina Asher-Smith,GBR,04.12.95,Birmingham,24.08.2019
780,10.96,-0.1,Dina Asher-Smith,GBR,04.12.95,Ad-Dawhah,28.09.2019
780,10.96,+0.7,Tamara Clark,USA,09.01.99,Baton Rouge,24.04.2021
780,10.96,+1.2,Tianna Bartoletta,USA,30.08.85,Miramar,05.06.2021
780,10.96,+1.1,Javianne Oliver,USA,26.12.94,Eugene,18.06.2021
780,10.96,+1.0,Elaine Thompson-Herah,JAM,28.06.92,Kingston,24.06.2021
780,10.96,-0.3,Daryll Neita,GBR,29.08.96,Tokyo,30.07.2021
780,10.96,+0.3,Mujinga Kambundji,SUI,17.06.92,Tokyo,31.07.2021
780,10.96,+0.9,Javianne Oliver,USA,26.12.94,Eugene,21.08.2021
780,10.96,+0.9,Mujinga Kambundji,SUI,17.06.92,Eugene,21.08.2021
780,10.96,+1.7,Daryll Neita,GBR,29.08.96,Lausanne,26.08.2021
780,10.96,+1.6,Michelle-Lee Ahye,TTO,10.04.92,Walnut,16.04.2022
780,10.96,+0.8,Marybeth Sant-Price,USA,06.06.95,Nashville,05.06.2022
780,10.96,+0.6,Melissa Jefferson,USA,21.02.01,Eugene,09.06.2022
780,10.96,+1.0,Tina Clayton,JAM,17.08.04,Kingston,24.06.2022
780,10.96,+1.8,Brittany Brown,USA,18.04.95,Eugene,24.06.2022
780,10.96,+1.8,Teahna Daniels,USA,27.03.97,Eugene,24.06.2022
780,10.96,-0.2,Mujinga Kambundji,SUI,17.06.92,Eugene,17.07.2022
780,10.96,+0.4,Tamara Clark,USA,09.01.99,Monaco,10.08.2022
780,10.96,+0.9,Jacious Sears,USA,14.08.01,Baton Rouge,13.05.2023
876,10.97,+0.8,Marlies Göhr,GDR,21.03.58,Dresden,13.06.1979
876,10.97,+0.9,Evelyn Ashford,USA,15.04.57,Walnut,16.06.1979
876,10.97,-1.0,Evelyn Ashford,USA,15.04.57,San Diego,08.03.1982
876,10.97,+1.5,Marlies Göhr,GDR,21.03.58,Tokyo,24.09.1982
876,10.97,-0.5,Marlies Göhr,GDR,21.03.58,Helsinki,08.08.1983
876,10.97,-1.2,Evelyn Ashford,USA,15.04.57,Los Angeles,05.08.1984
876,10.97,-0.8,Marlies Göhr,GDR,21.03.58,Tokyo,14.09.1984
876,10.97,-0.3,Marita Koch,GDR,18.02.57,Leipzig,09.08.1985
876,10.97,+1.9,Heike Drechsler,GER,16.12.64,Potsdam,11.06.1986
876,10.97,+0.8,Merlene Ottey,JAM,10.05.60,Lausanne,15.09.1987
876,10.97,±0.0,Gail Devers,USA,19.11.66,Indianapolis,16.07.1988
876,10.97,+0.9,Merlene Ottey,JAM,10.05.60,Hengelo,12.08.1990
876,10.97,-0.1,Gwen Torrence,USA,12.06.65,Köln,08.09.1991
876,10.97,-0.5,Gwen Torrence,USA,12.06.65,New Orleans,20.06.1992
876,10.97,+1.5,Gwen Torrence,USA,12.06.65,Lausanne,07.07.1993
876,10.97,+0.2,Mary Onyali,NGR,03.02.68,Stuttgart,15.08.1993
876,10.97,+1.1,D'Andre Hill,USA,19.04.73,Atlanta,15.06.1996
876,10.97,-0.3,Gwen Torrence,USA,12.06.65,Lausanne,03.07.1996
876,10.97,+0.4,Gwen Torrence,USA,12.06.65,Atlanta,27.07.1996
876,10.97,-1.1,Marion Jones,USA,12.10.75,Indianapolis,13.06.1997
876,10.97,-1.2,Marion Jones,USA,12.10.75,Zürich,13.08.1997
876,10.97,+1.1,Debbie Ferguson-McKenzie,BAH,16.01.76,Stockholm,05.08.1998
876,10.97A,+1.1,Chandra Sturrup,BAH,12.09.71,Johannesburg,12.09.1998
876,10.97,+0.5,Christine Arron,FRA,13.09.73,Paris,19.06.1999
876,10.97,±0.0,Zhanna Block,UKR,06.07.72,Saint-Denis,03.07.1999
876,10.97,-0.1,Christine Arron,FRA,13.09.73,Sevilla,22.08.1999
876,10.97,+1.7,Chryste Gaines,USA,14.09.70,Athínai,28.06.2000
876,10.97,+0.1,Pauline Davis-Thompson,BAH,09.07.66,Nassau,21.07.2000
876,10.97,+1.1,Inger Miller,USA,12.06.72,London,05.08.2000
876,10.97,-1.3,Ekateríni Thánou,GRE,01.02.75,Edmonton,05.08.2001
876,10.97,±0.0,Zhanna Block,UKR,06.07.72,Poznan,18.08.2002
876,10.97,+1.4,Debbie Ferguson-McKenzie,BAH,16.01.76,Paris,14.09.2002
876,10.97,+1.2,Debbie Ferguson-McKenzie,BAH,16.01.76,Durban,11.04.2003
876,10.97,-0.1,Chandra Sturrup,BAH,12.09.71,Zürich,15.08.2003
876,10.97,+1.0,Lauryn Williams,USA,11.09.83,Austin,11.06.2004
876,10.97,+0.1,LaTasha Colander,USA,23.08.76,Sacramento,10.07.2004
876,10.97,-0.1,Veronica Campbell-Brown,JAM,16.05.82,Athínai,21.08.2004
876,10.97,+0.4,Veronica Campbell-Brown,JAM,16.05.82,Kingston,25.06.2005
876,10.97,+0.4,Sherone Simpson,JAM,12.08.84,Kingston,25.06.2005
876,10.97,+0.4,Chandra Sturrup,BAH,12.09.71,Zürich,19.08.2005
876,10.97,+0.3,Christine Arron,FRA,13.09.73,Bruxelles,26.08.2005
876,10.97,+0.1,Sherone Simpson,JAM,12.08.84,Athínai,16.09.2006
876,10.97,-0.7,Sanya Richards-Ross,USA,26.02.85,Shanghai,28.09.2007
876,10.97,+0.9,Muna Lee,USA,30.10.81,New York City,31.05.2008
876,10.97,+0.7,Carmelita Jeter,USA,24.11.79,Eugene,27.06.2008
876,10.97,+1.8,Mechelle Lewis,USA,20.09.80,Eugene,28.06.2008
876,10.97,+1.3,Carmelita Jeter,USA,24.11.79,Réthymno,20.07.2009
876,10.97,±0.0,Debbie Ferguson-McKenzie,BAH,16.01.76,Monaco,28.07.2009
876,10.97,+1.2,LaShauntea Moore,USA,31.07.83,Maringá,30.05.2010
876,10.97,±0.0,Marshevet Hooker,USA,25.09.84,Zürich,19.08.2010
876,10.97,+0.3,Kerron Stewart,JAM,16.04.84,Kingston,24.06.2011
876,10.97,-0.4,Kelly-Ann Baptiste,TTO,14.10.86,London,06.08.2011
876,10.97,-1.4,Veronica Campbell-Brown,JAM,16.05.82,Daegu,29.08.2011
876,10.97,-0.1,Tianna Bartoletta,USA,30.08.85,New York City,09.06.2012
876,10.97,+0.7,Tianna Bartoletta,USA,30.08.85,London,03.08.2012
876,10.97,-0.4,Carmelita Jeter,USA,24.11.79,Zürich,30.08.2012
876,10.97,-0.1,Kerron Stewart,JAM,16.04.84,Moskva,12.08.2013
876,10.97,-0.3,English Gardner,USA,22.04.92,Moskva,12.08.2013
876,10.97,-0.3,Kerron Stewart,JAM,16.04.84,Moskva,12.08.2013
876,10.97,-0.3,Alexandra Anderson,USA,28.01.87,Bruxelles,06.09.2013
876,10.97,+1.1,Veronica Campbell-Brown,JAM,16.05.82,Kingston,27.06.2014
876,10.97,+0.8,Murielle Ahouré-Demps,CIV,23.08.87,Monaco,18.07.2014
876,10.97,+0.8,Blessing Okagbare,NGR,09.10.88,Monaco,18.07.2014
876,10.97,-2.5,Michelle-Lee Ahye,TTO,10.04.92,Gainesville,03.04.2015
876,10.97,+0.2,Elaine Thompson-Herah,JAM,28.06.92,Kingston,09.05.2015
876,10.97,+0.2,English Gardner,USA,22.04.92,Saint-Denis,04.07.2015
876,10.97,-0.2,Michelle-Lee Ahye,TTO,10.04.92,Beijing,24.08.2015
876,10.97,+0.3,Christania Williams,JAM,17.10.94,Kingston,01.07.2016
876,10.97,+0.6,Dafne Schippers,NED,15.06.92,Bruxelles,09.09.2016
876,10.97,-1.4,Dafne Schippers,NED,15.06.92,London,09.07.2017
876,10.97,+0.8,Elaine Thompson-Herah,JAM,28.06.92,Birmingham,20.08.2017
876,10.97,-1.2,Marie-Josée Ta Lou,CIV,18.11.88,Birmingham,20.08.2017
876,10.97,+1.7,Aleia Hobbs,USA,24.02.96,Des Moines,21.06.2018
876,10.97,-0.5,Dina Asher-Smith,GBR,04.12.95,Birmingham,30.06.2018
876,10.97,+1.3,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Kingston,25.05.2019
876,10.97,+1.2,Blessing Okagbare,NGR,09.10.88,Eugene,24.04.2021
876,10.97,+1.8,Javianne Oliver,USA,26.12.94,Walnut,09.05.2021
876,10.97,+1.2,Briana Williams,JAM,21.03.02,Miramar,05.06.2021
876,10.97,+1.1,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Kingston,24.06.2021
876,10.97,+1.2,Dina Asher-Smith,GBR,04.12.95,Manchester,26.06.2021
876,10.97,-0.6,Ajla Del Ponte,SUI,15.07.96,Tokyo,31.07.2021
876,10.97,+1.7,Ajla Del Ponte,SUI,15.07.96,Lausanne,26.08.2021
876,10.97,+1.3,Shericka Jackson,JAM,16.07.94,Paris,28.08.2021
876,10.97,+1.3,Natalliah Whyte,JAM,09.08.97,Jacksonville,30.04.2022
876,10.97A,+1.6,Christine Mboma,NAM,22.05.03,Gaborone,30.04.2022
876,10.97,+0.4,Kemba Nelson,JAM,23.02.00,Eugene,09.06.2022
876,10.97,+0.6,Grace Nwokocha,NGR,07.04.01,Eugene,09.06.2022
876,10.97,-0.1,Mujinga Kambundji,SUI,17.06.92,Eugene,16.07.2022
876,10.97,+0.5,Zoe Hobbs,NZL,11.09.97,Sydney,11.03.2023
876,10.97,+1.0,Daryll Neita,GBR,29.08.96,Savona,24.05.2023
876,10.97,+0.2,Morolake Akinosun,USA,17.05.94,Westwood,27.05.2023
876,10.97,-0.4,Marie-Josée Ta Lou,CIV,18.11.88,Firenze,02.06.2023
968,10.98,+0.9,Marlies Göhr,GDR,21.03.58,Potsdam,10.05.1980
968,10.98,+0.6,Merlene Ottey,JAM,10.05.60,Indianapolis,15.06.1985
968,10.98,+0.1,Marina Zhirova,RUS,06.06.63,Moskva,17.08.1985
968,10.98,+1.2,Marlies Göhr,GDR,21.03.58,Stuttgart,27.08.1986
968,10.98,-0.7,Anelia Nuneva,BUL,30.06.62,Moskva,07.06.1987
968,10.98,+0.8,Angela Bailey,CAN,28.02.62,Budapest,06.07.1987
968,10.98,-0.6,Merlene Ottey,JAM,10.05.60,Nice,13.07.1987
968,10.98,+0.7,Gail Devers,USA,19.11.66,Berlin,21.08.1987
968,10.98,+1.6,Natalya Voronova,RUS,09.07.65,Seoul,24.09.1988
968,10.98,±0.0,Merlene Ottey,JAM,10.05.60,Formia,06.07.1990
968,10.98,-0.3,Merlene Ottey,JAM,10.05.60,Stockholm,03.07.1991
968,10.98,+0.2,Irina Privalova,RUS,12.11.68,Oslo,06.07.1991
968,10.98,-1.5,Merlene Ottey,JAM,10.05.60,Rieti,06.09.1991
968,10.98,-1.1,Irina Privalova,RUS,12.11.68,Barcelona,31.07.1992
968,10.98,-0.8,Juliet Cuthbert,JAM,09.04.64,Barcelona,01.08.1992
968,10.98,+1.2,Gwen Torrence,USA,12.06.65,Oslo,10.07.1993
968,10.98,-0.9,Gwen Torrence,USA,12.06.65,Zürich,04.08.1993
968,10.98,+0.5,Irina Privalova,RUS,12.11.68,Sankt Peterburg,24.07.1994
968,10.98,+0.2,Gwen Torrence,USA,12.06.65,Atlanta,15.06.1996
968,10.98,+1.1,Gail Devers,USA,19.11.66,Atlanta,15.06.1996
968,10.98,+1.3,Inger Miller,USA,12.06.72,Oslo,05.07.1996
968,10.98,+1.0,Gail Devers,USA,19.11.66,Monaco,10.08.1996
968,10.98,+0.2,Merlene Ottey,JAM,10.05.60,Köln,16.08.1996
968,10.98,+0.9,Marion Jones,USA,12.10.75,Indianapolis,12.06.1997
968,10.98,+1.9,Debbie Ferguson-McKenzie,BAH,16.01.76,Nassau,20.06.1998
968,10.98,±0.0,Christine Arron,FRA,13.09.73,Paris,29.07.1998
968,10.98,+1.1,Debbie Ferguson-McKenzie,BAH,16.01.76,Boise,04.06.1999
968,10.98,+1.4,Zhanna Block,UKR,06.07.72,London,07.08.1999
968,10.98,-0.1,Zhanna Block,UKR,06.07.72,Sevilla,22.08.1999
968,10.98,+1.7,Sevatheda Fynes,BAH,17.10.74,Bellinzona,01.09.1999
968,10.98,+0.6,Myriam Mani,CMR,21.05.77,Athínai,11.06.2001
968,10.98,+0.1,Chryste Gaines,USA,14.09.70,Monaco,20.07.2001
968,10.98,±0.0,Chandra Sturrup,BAH,12.09.71,Saint-Denis,23.08.2003
968,10.98,-0.1,Torri Edwards,USA,31.01.77,Bruxelles,05.09.2003
968,10.98,+1.3,Christine Arron,FRA,13.09.73,Helsinki,08.08.2005
968,10.98,+0.1,Sherone Simpson,JAM,12.08.84,Saint-Denis,08.07.2006
968,10.98,+0.7,Allyson Felix,USA,18.11.85,Eugene,27.06.2008
968,10.98,+0.4,Kerron Stewart,JAM,16.04.84,Beijing,16.08.2008
968,10.98,±0.0,Sherone Simpson,JAM,12.08.84,Beijing,17.08.2008
968,10.98,±0.0,Kerron Stewart,JAM,16.04.84,Beijing,17.08.2008
968,10.98,+0.5,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Bruxelles,04.09.2009
968,10.98,+1.7,Kelly-Ann Baptiste,TTO,14.10.86,Port of Spain,26.06.2010
968,10.98,+0.4,Veronica Campbell-Brown,JAM,16.05.82,Monaco,22.07.2010
968,10.98,-1.4,Kelly-Ann Baptiste,TTO,14.10.86,Daegu,29.08.2011
968,10.98,+1.0,Kerron Stewart,JAM,16.04.84,Kingston,05.05.2012
968,10.98,+0.6,Kelly-Ann Baptiste,TTO,14.10.86,Port of Spain,23.06.2012
968,10.98,+1.7,Jeneba Tarmoh,USA,27.09.89,Des Moines,21.06.2013
968,10.98,+0.1,Murielle Ahouré-Demps,CIV,23.08.87,London,27.07.2013
968,10.98,+0.5,Carrie Russel,JAM,18.10.90,Zürich,29.08.2013
