Place,Time,Athlete,Country,Date of Birth,City,Event Date
747,68:27a,Edith Masai,KEN,04.04.67,Newcastle-South Shields,26.09.2004
747,68:27+,Paula Radcliffe,GBR,17.12.73,London,17.04.2005
747,68:27,Amy Cragg,USA,21.01.84,Marugame,05.02.2017
747,68:27,Priscah Jeptoo,KEN,26.06.84,Milano,24.03.2019
747,68:27,Lucy Cheruiyot,KEN,04.01.97,Praha,06.04.2019
747,68:27,Fabienne Schlumpf,SUI,17.11.90,Dresden,21.03.2021
747,68:27,Mercyline Chelangat,UGA,17.12.97,Madrid,17.10.2021
747,68:27,Medhin Gebreslassie,ETH,05.04.99,Istanbul,27.03.2022
756,68:28,Mizuki Noguchi,JPN,03.07.78,Nagoya,23.11.2001
756,68:28,Benita Willis,AUS,06.05.79,Berlin,01.04.2007
756,68:28,Aberu Kebede,ETH,12.09.89,Lisboa,20.03.2011
756,68:28,Caroline Kilel,KEN,21.03.81,Houston,15.01.2012
756,68:28,Peres Jepchirchir,KEN,27.09.93,New Delhi,20.11.2016
756,68:28,Perine Nengampi,KEN,89,Cardiff,06.10.2019
756,68:28,Brillian Kipkoech,KEN,09.03.95,Herzogenaurach,12.09.2021
756,68:28,Honami Maeda,JPN,17.07.96,Hakodate,03.07.2022
764,68:29,Tegla Loroupe,KEN,09.05.73,Zürich-Uster,27.09.1998
764,68:29,Mizuki Noguchi,JPN,03.07.78,Yamaguchi,09.03.2003
764,68:29,Atsede Habtamu,ETH,26.10.87,Udine,14.10.2007
764,68:29,Mara Yamauchi,GBR,13.08.73,Marugame,01.02.2009
764,68:29,Purity Rionoripo,KEN,10.06.93,København,13.09.2015
764,68:29,Yasemin Can,TUR,11.12.96,Istanbul,07.04.2019
764,68:29,Stella Ruto,ROU,12.12.96,Istanbul,27.03.2022
771,68:30a,Maria Guida,ITA,23.01.66,Lisboa,10.03.1996
771,68:30,Mizuki Noguchi,JPN,03.07.78,Nagoya,23.11.1999
771,68:30,Catherine N'dereba,KEN,21.07.72,Philadelphia,16.09.2001
771,68:30,Mizuki Noguchi,JPN,03.07.78,Miyazaki,07.01.2007
771,68:30,Kara Goucher,USA,09.07.78,Lisboa,22.03.2009
771,68:30,Peninah Arusei,KEN,23.02.79,New Delhi,01.11.2009
771,68:30,Atsede Habtamu,ETH,26.10.87,Ra's Al Khaymah,19.02.2010
771,68:30,Werknesh Kidane,ETH,21.11.81,Philadelphia,19.09.2010
771,68:30,Peninah Arusei,KEN,23.02.79,Verbania,06.03.2011
771,68:30,Zinash Mekonnen,ETH,11.09.96,Valencia,24.03.2018
771,68:30,Sally Chepyego,KEN,03.10.85,Barcelona,10.02.2019
771,68:30,Tsege Haileselassie,ETH,21.09.00,Herzogenaurach,12.09.2021
771,68:30+,Yalemzerf Yehualaw,ETH,03.08.99,Hamburg,24.04.2022
784,68:31,Ingrid Kristiansen,NOR,21.03.56,New Bedford,19.03.1989
784,68:31,Julia Mumbi,KEN,25.01.85,Sendai,11.05.2008
784,68:31,Shalane Flanagan,USA,07.08.81,New Orleans,24.02.2013
784,68:31,Gutemi Shone,ETH,17.11.91,Ra's Al Khaymah,14.02.2014
784,68:31,Sally Kipyego,KEN,19.12.85,New York City,16.03.2014
784,68:31,Eunice Jepkirui,KEN,20.05.84,Luanda,07.09.2014
784,68:31,Molly Huddle,USA,31.08.84,New York City,16.03.2015
784,68:31,Lonah Chemtai Salpeter,ISR,12.12.88,Gdynia,17.10.2020
792,68:32,Elana Meyer,RSA,10.10.66,Zürich-Uster,27.09.1998
792,68:32,Miachiko Tanaka,JPN,15.12.72,Miyazaki,06.01.2002
792,68:32a,Susan Chepkemei,KEN,25.06.75,Newcastle-South Shields,26.09.2004
792,68:32,Philes Ongori,KEN,19.07.86,Verbania,06.03.2011
792,68:32,Ana Dulce Félix,POR,23.10.82,Lisboa,20.03.2011
792,68:32,Jemima Sumgong Jelagat,KEN,21.12.84,Luanda,07.09.2014
792,68:32,Afera Godfay,ETH,25.09.91,Ústí Nad Labem,17.09.2016
792,68:32,Lucy Cheruiyot,KEN,04.01.97,Barcelona,10.02.2019
792,68:32,Senbere Teferi,ETH,03.05.95,Zallaq,15.03.2019
792,68:32,Yasemin Can,TUR,11.12.96,Istanbul,04.04.2021
792,68:32,Nigsti Haftu,ETH,08.07.99,Istanbul,27.03.2022
792,68:32+,Gutemi Shone,ETH,17.11.91,Berlin,25.09.2022
792,68:32+,Bekelech Gudeta,ETH,11.10.97,Berlin,25.09.2022
792,68:32+,Nigsti Haftu,ETH,08.07.99,Berlin,25.09.2022
806,68:33a,Lisa Ondieki,AUS,12.05.60,Tokyo,26.01.1992
806,68:33a,Restituta Joseph,TAN,30.07.71,Lisboa,01.04.2001
806,68:33,Rose Chelimo,KEN,12.07.89,Olomouc,20.06.2015
806,68:33+,Beyenu Degefu,ETH,12.07.99,Paris,03.04.2022
806,68:33,Lonah Chemtai Salpeter,ISR,12.12.88,Lisboa,08.05.2022
811,68:34,Joan Benoit,USA,16.05.57,Philadelphia,16.09.1984
811,68:34a,Olga Appell,MEX,02.08.63,Tokyo,24.01.1993
811,68:34,Asmae Leghzaoui,MAR,30.08.76,Marrakesh,31.01.1999
811,68:34,Lidia Simon,ROU,04.09.73,Tokyo,10.01.2000
811,68:34a,Joyce Chepchumba,KEN,06.11.70,Newcastle-South Shields,06.10.2002
811,68:34,Dire Tune,ETH,19.06.85,Nanning,16.10.2010
811,68:34,Christelle Daunay,FRA,05.12.74,Reims,17.10.2010
811,68:34,Sarah Chepchirchir,KEN,27.07.84,Paris,04.03.2012
811,68:34,Meskerem Assefa,ETH,20.09.85,København,16.09.2018
811,68:34,Pauline Kamulu,KEN,16.04.95,Zallaq,15.03.2019
811,68:34+,Judith Jeptum,KEN,12.12.95,Paris,03.04.2022
811,68:34,Ludwina Chepngeith,KEN,08.04.98,Göteborg,21.05.2022
811,68:34,Aminat Ahmet,ETH,11.02.00,New Delhi,16.10.2022
811,68:34,Joan Kipyatich,KEN,98,Verona,12.02.2023
825,68:35,Takako Kotorida,JPN,02.04.77,Yamaguchi,09.03.2003
825,68:35a,Derartu Tulu,ETH,21.03.72,Newcastle-South Shields,26.09.2004
825,68:35,Lydia Cheromei,KEN,11.05.77,Rotterdam,14.09.2008
825,68:35,Aselefech Mergia,ETH,23.01.85,New Delhi,21.11.2010
825,68:35,Jemima Sumgong Jelagat,KEN,21.12.84,Verbania,11.03.2012
825,68:35,Firehiwot Dado Tufa,ETH,09.01.84,New York City,18.03.2012
825,68:35,Priscah Cherono,KEN,27.06.80,Lille,01.09.2012
825,68:35,Feyse Tadese,ETH,19.11.88,Ra's Al Khaymah,15.02.2013
825,68:35,Cynthia Limo,KEN,18.12.89,New Delhi,29.11.2015
825,68:35,Helah Kiprop,KEN,07.04.85,New Delhi,29.11.2015
825,68:35,Celestine Chepchirchir,KEN,18.12.95,Paris,04.03.2018
825,68:35,Delvin Meringor,KEN,01.08.92,Istanbul,07.04.2019
825,68:35,Netsanet Gudeta,ETH,12.02.91,Valencia,27.10.2019
825,68:35,Choi Kyung-Sun,KOR,16.03.92,Marugame,02.02.2020
825,68:35,Etalemahu Sintayehu,ETH,23.02.01,Lille,20.03.2022
825,68:35+,Gladys Chepkurui,KEN,17.08.94,Paris,03.04.2022
825,68:35,Betelihen Afenigus,ETH,29.04.01,København,18.09.2022
842,68:36,Elana Meyer,RSA,10.10.66,Oslo,24.09.1994
842,68:36a,Susan Chepkemei,KEN,25.06.75,Lisboa,18.03.2007
842,68:36,Mary Keitany,KEN,18.01.82,Ivry to Vitry-sur-Seine,01.04.2007
842,68:36,Shalane Flanagan,USA,07.08.81,Philadelphia,19.09.2010
842,68:36,Merima Hasen,ETH,10.06.92,New Delhi,21.11.2010
842,68:36,Ayalew Wude,ETH,04.07.87,New Delhi,21.11.2010
842,68:36+,Korene Jelila,ETH,18.01.87,Toronto,16.10.2011
842,68:36,Caroline Chepkwony,KEN,18.04.84,Berlin,01.04.2012
842,68:36,Helah Kiprop,KEN,07.04.85,Ra's Al Khaymah,14.02.2014
842,68:36,Ayalew Wude,ETH,04.07.87,Luanda,07.09.2014
842,68:36,Flomena Cheyech,KEN,05.07.82,Yangzhou,19.04.2015
842,68:36,Gladys Chesire,KEN,20.02.93,New Delhi,29.11.2015
842,68:36,Flomena Cheyech,KEN,05.07.82,Yangzhou,19.04.2016
842,68:36,Tejitu Daba,BRN,20.08.91,Barcelona,11.02.2018
842,68:36,Beleynesh Oljira,ETH,26.06.90,København,16.09.2018
842,68:36,Tirunesh Dibaba,ETH,01.10.85,New Dehli,21.10.2018
842,68:36+,Worknesh Degefa,ETH,28.10.90,Dubai,24.01.2020
842,68:36,Nigsti Haftu,ETH,08.07.99,Zwolle,11.06.2022
860,68:37,Lornah Kiplagat,NED,01.05.74,Rio de Janeiro,12.10.2008
860,68:37,Nikki Chapple,AUS,09.02.81,Marugame,07.02.2010
860,68:37,Peninah Arusei,KEN,23.02.79,Koyang,28.02.2010
860,68:37+,Mare Dibaba,ETH,20.10.89,Toronto,16.10.2011
860,68:37,Lucy Kabuu,KEN,24.03.84,København,29.03.2014
860,68:37,Worknesh Degefa,ETH,28.10.90,Yangzhou,19.04.2015
860,68:37,Worknesh Degefa,ETH,28.10.90,Yangzhou,19.04.2016
860,68:37,Rose Chelimo,KEN,12.07.89,Ra's Al Khaymah,10.02.2017
860,68:37,Senayit Getachew,ETH,01.10.05,Porto,18.09.2022
869,68:38,Colleen de Reuck,RSA,13.04.64,Durban,22.07.1989
869,68:38,Isabella Ochichi,KEN,28.10.79,Nice,22.04.2001
869,68:38,Peninah Arusei,KEN,23.02.79,Lisboa,21.03.2010
869,68:38,Diana Kipyokei,KEN,05.05.94,Xiamen,10.12.2016
869,68:38,Mary Wacera Ngugi,KEN,17.12.88,Houston,15.01.2017
869,68:38,Jordan Hasay,USA,12.09.91,Houston,14.01.2018
869,68:38,Shitaye Eshete,BRN,21.05.90,Napoli,04.02.2018
869,68:38,Betsy Saina,KEN,30.06.88,Marugame,04.02.2018
869,68:38,Monicah Wanjuhi,KEN,07.11.93,København,16.09.2018
869,68:38,Medhin Beyene,ETH,05.04.02,Boulogne-Billancourt,17.11.2019
869,68:38,Roza Dereje,ETH,09.05.97,Barcelona,16.02.2020
869,68:38,Fabienne Schlumpf,SUI,17.11.90,Gdynia,17.10.2020
869,68:38,Aberash Minsewo,ETH,22.02.01,Barcelona,19.02.2023
882,68:39a,Tegla Loroupe,KEN,09.05.73,Tokyo,22.01.1995
882,68:39,Everline Kimwei,KEN,25.08.87,Udine,14.10.2007
882,68:39,Hilda Kibet,NED,27.03.81,Ra's Al Khaymah,19.02.2010
882,68:39,Kimberley Smith,NZL,19.11.81,Philadelphia,19.09.2010
882,68:39,Aberu Kebede,ETH,12.09.89,New Delhi,21.11.2010
882,68:39,Eunice Jepkorir,KEN,17.02.82,Azkoitia,31.03.2012
882,68:39,Jemima Sumgong Jelagat,KEN,21.12.84,Philadelphia,16.09.2012
882,68:39,Gladys Yator,KEN,08.08.92,Praha,02.04.2016
882,68:39,Helen Tola,ETH,21.11.94,Valencia,28.10.2018
891,68:40a,Susan Chepkemei,KEN,25.06.75,Newcastle-South Shields,16.09.2001
891,68:40,Lornah Kiplagat,KEN,20.03.74,Zürich-Uster,21.09.2002
891,68:40a,Sonia O'Sullivan,IRL,28.11.69,Newcastle-South Shields,21.09.2003
891,68:40,Sun Yingjie,CHN,03.10.77,New Delhi,03.10.2004
891,68:40,Rose Chelimo,KEN,12.07.89,Breda,05.10.2014
891,68:40,Gulume Tolesa,ETH,11.09.92,Ra's Al Khaymah,12.02.2016
891,68:40,Jordan Hasay,USA,12.09.91,Houston,15.01.2017
891,68:40,Sutume Asefa,ETH,11.12.94,Karlovy Vary,20.05.2017
891,68:40,Roselida Jepketer,BRN,05.11.00,Den Haag,12.03.2023
891,68:40,Ayenew Kasanesh,ETH,23.10.99,Gent,12.03.2023
891,68:40,Morine Gesare,KEN,4,19.03.2023
902,68:41a,Junko Kataoka,JPN,13.06.70,Tokyo,23.01.1994
902,68:41,Everline Kimwei,KEN,25.08.87,Kobe,19.11.2006
902,68:41,Grace Momanyi,KEN,03.03.82,Lisboa,20.03.2011
902,68:41,Aberu Kebede,ETH,12.09.89,Philadelphia,21.09.2014
902,68:41,Angela Tanui,KEN,27.07.92,Olomouc,20.06.2015
902,68:41,Kejeta Melat,ETH,27.09.92,Venlo,25.03.2018
902,68:41,Caren Maiyo,KEN,17.04.97,Houston,16.01.2022
902,68:41,Cynthia Chemweno,KEN,17.09.96,Santa Pola,22.01.2023
910,68:42,Elizabeth McColgan,GBR,24.05.64,Dundee,11.10.1992
910,68:42,Isabella Ochichi,KEN,28.10.79,Nice,27.04.2003
910,68:42,Atsede Baysa,ETH,16.04.87,New Delhi,21.11.2010
910,68:42,Mercy Kibarus,KEN,25.02.84,København,29.03.2014
910,68:42,Diana Kipyokei,KEN,05.05.94,Adana,07.01.2018
910,68:42,Alina Reh,GER,23.05.97,Sevilla,29.01.2023
916,68:43,Tegla Loroupe,KEN,09.05.73,Remich-Grevenmacher,29.09.1996
916,68:43,Cristina Pomacu,ROU,15.09.73,Kosice,04.10.1997
916,68:43,Jelena Prokopcuka,LAT,21.09.76,Bristol,07.10.2001
916,68:43,Mary Keitany,KEN,18.01.82,Lille,01.09.2007
916,68:43,Kebede Shwwaye Aberu,ETH,12.09.89,Milano,05.04.2009
916,68:43,Kimberley Smith,NZL,19.11.81,New York City,18.03.2012
916,68:43,Worknesh Degefa,ETH,28.10.90,Yangzhou,21.04.2013
916,68:43,Amane Beriso,ETH,13.10.91,Roma-Ostia Lido,01.03.2015
916,68:43,Lucy Karimi,KEN,09.10.86,Praha,02.04.2016
925,68:44a,Fernanda Ribeiro,POR,23.06.69,Lisboa,21.03.1999
925,68:44,Flomena Cheyech,KEN,05.07.82,Yamaguchi,14.03.2009
925,68:44,Feyse Tadese,ETH,19.11.88,Rabat,03.04.2011
925,68:44,Juliet Chekwel,UGA,25.05.90,Gdynia,17.10.2020
925,68:44,Meskerem Molla,ETH,01.01.00,Verona,12.02.2023
930,68:45,Lyubov Morgunova,RUS,14.01.71,Kastrup-Malmö,12.06.2000
930,68:45,Mizuki Noguchi,JPN,03.07.78,Yamaguchi,11.03.2001
930,68:45a,Joyce Chepchumba,KEN,06.11.70,Newcastle-South Shields,16.09.2001
930,68:45,Hiromi Ominami,JPN,15.11.75,Sapporo,04.07.2004
930,68:45,Mara Yamauchi,GBR,13.08.73,Sapporo,08.07.2007
930,68:45,Joyce Chepchumba,KEN,06.11.70,Philadelphia,16.09.2007
930,68:45,Sabrina Mockenhaupt,GER,06.12.80,Berlin,05.04.2009
930,68:45,Mare Ibrahimova,AZE,20.10.89,New Delhi,01.11.2009
930,68:45,Tadelech Bekele,ETH,11.04.91,Yangzhou,21.04.2013
930,68:45a,Tiki Gelana,ETH,22.10.87,Newcastle-South Shields,07.09.2014
930,68:45,Joan Melly Chelimo,KEN,10.11.90,Berlin,02.04.2017
930,68:45,Francine Niyonsaba,BDI,05.05.93,Lisboa,12.03.2023
942,68:46,Worknesh Degefa,ETH,28.10.90,Lisboa,16.03.2014
942,68:46,Netsanet Gudeta,ETH,12.02.91,København,29.03.2014
942,68:46,Cynthia Limo,KEN,18.12.89,Luanda,06.09.2015
942,68:46,Genet Yalew,ETH,31.12.92,New Delhi,29.11.2015
942,68:46,Gladys Chesire,KEN,20.02.93,Cardiff,26.03.2016
942,68:46,Aselefech Mergia,ETH,23.01.85,Roma-Ostia Lido,12.03.2017
942,68:46+,Meseret Belete,ETH,16.09.99,Berlin,25.09.2022
942,68:46+,Ashete Bekere,ETH,17.04.88,London,02.10.2022
942,68:46+,Sutume Asefa,ETH,11.12.94,London,02.10.2022
942,68:46+,Judith Jeptum,KEN,12.12.95,London,02.10.2022
942,68:46+,Yalemzerf Yehualaw,ETH,03.08.99,London,02.10.2022
942,68:46+,Joan Chelimo Melly,ROU,10.11.90,London,02.10.2022
942,68:46+,Joyciline Jepkosgei,KEN,08.12.93,London,02.10.2022
942,68:46+,Alemu Megertu,ETH,12.10.97,London,02.10.2022
956,68:47,Restituta Joseph,TAN,30.07.71,Nice,16.04.2000
956,68:47a,Susan Chepkemei,KEN,25.06.75,Lisboa,13.03.2005
956,68:47,Peninah Arusei,KEN,23.02.79,Milano,05.04.2009
956,68:47,Sutume Asefa,ETH,11.12.94,København,13.09.2015
956,68:47,Paskalia Kipkoech,KEN,22.12.88,New Dehli,19.11.2017
956,68:47,Brenda Jepleting,KEN,97,Valencia,06.12.2020
956,68:47,Agnes Keino,KEN,17.01.88,København,18.09.2022
956,68:47+,Ruth Chepngetich,KEN,08.08.94,Nagoya,12.03.2023
956,68:47,Pauline Esikon,KEN,24.12.90,Den Haag,12.03.2023
965,68:48,Derartu Tulu,ETH,21.03.72,Remich-Grevenmacher,29.09.1996
965,68:48,Tegla Loroupe,KEN,09.05.73,Palermo,03.10.1999
965,68:48,Abebe Tola,ETH,03.06.77,Kastrup-Malmö,12.06.2000
965,68:48,Catherine N'dereba,KEN,21.07.72,Kyoto,10.03.2002
965,68:48a,Berhane Adere,ETH,21.07.73,Newcastle-South Shields,26.09.2004
965,68:48,Agnes Kiprop,KEN,14.12.79,Ra's Al Khaymah,19.02.2010
965,68:48,Mestawat Tufa,ETH,14.09.83,New Delhi,21.11.2010
965,68:48,Tiki Gelana,ETH,22.10.87,Marugame,05.02.2012
965,68:48,Valeria Straneo,ITA,05.04.76,Milano,25.03.2012
965,68:48,Waganesh Mekasha,ETH,16.01.92,Marrakesh,27.01.2013
965,68:48,Edna Kiplagat,KEN,15.11.79,Lisboa,17.03.2013
965,68:48a,Caroline Chepkwony,KEN,18.04.84,Roma-Ostia Lido,02.03.2014
965,68:48,Jemima Sumgong Jelagat,KEN,21.12.84,Lisboa,16.03.2014
965,68:48,Christelle Daunay,FRA,05.12.74,København,29.03.2014
965,68:48,Eunice Chumba,BRN,23.05.93,Lisboa,15.10.2017
965,68:48,Meseret Belete,ETH,16.09.99,Zallaq,15.03.2019
965,68:48,Lisa Weightman,AUS,16.01.79,Sunshine Coast,04.08.2019
965,68:48+,Besu Sado,ETH,12.01.96,Paris,03.04.2022
983,68:49a,Grete Waitz,NOR,01.10.53,Newcastle-South Shields,24.07.1988
983,68:49a,Margaret Okayo,KEN,30.05.76,Lisboa,24.03.2002
983,68:49a,Jelena Prokopcuka,LAT,21.09.76,Newcastle-South Shields,06.10.2002
983,68:49,Mizuki Noguchi,JPN,03.07.78,Yamaguchi,12.03.2006
983,68:49a,Berhane Adere,ETH,21.07.73,Newcastle-South Shields,18.09.2010
983,68:49,Doris Changeywo,KEN,12.12.84,Rabat,03.04.2011
983,68:49,Rita Sitienei Jeptoo,KEN,15.02.81,Ra's Al Khaymah,14.02.2014
983,68:49,Shitaye Eshete,BRN,21.05.90,Zallaq,15.03.2019
983,68:49,Mao Ichiyama,JPN,29.05.97,Hakodate,07.07.2019
983,68:49,Charlotte Purdue,GBR,10.06.91,Newcastle-South Shields,12.09.2021
983,68:49,Sofia Yaremchuk,ITA,31.05.94,Roma-Ostia Lido,05.03.2023
994,68:50a,Elana Meyer,RSA,10.10.66,Lisboa,01.04.2001
994,68:50,Yukiko Akaba,JPN,18.10.79,Sendai,10.05.2009
994,68:50,Mary Keitany,KEN,18.01.82,Lisboa,26.09.2010
994,68:50,Feyse Tadese,ETH,19.11.88,New Delhi,21.11.2010
994,68:50,Lydia Cheromei,KEN,11.05.77,New Delhi,27.11.2011
994,68:50,Sinead Diver,AUS,17.02.77,Marugame,02.02.2020
994,68:50,Alemitu Tariku,ETH,28.09.00,Trento,03.10.2021
994,68:50+,Vivian Kiplagat,KEN,09.11.91,Chicago,10.10.2021
994,68:50,Lemlem Hailu,ETH,25.05.01,New Delhi,16.10.2022
1003,68:51,Lidia Simon,ROU,04.09.73,Sapporo,18.07.1999
1003,68:51,Margaret Okayo,KEN,30.05.76,Udine,30.09.2001
1003,68:51,Irina Mikitenko,GER,23.08.72,Paderborn,22.03.2008
1003,68:51,Sabrina Mockenhaupt,GER,06.12.80,Köln,05.10.2008
1003,68:51a,Getenesh Wami,ETH,11.12.74,Newcastle-South Shields,05.10.2008
1003,68:51,Sharon Cherop,KEN,16.03.84,New Delhi,21.11.2010
1003,68:51,Filomena Chepchirchir,KEN,01.12.81,Rabat,03.04.2011
1003,68:51,Belaynesh Zemedkun,ETH,23.12.87,Houston,15.01.2012
1003,68:51a,Sharon Cherop,KEN,16.03.84,Roma-Ostia Lido,02.03.2014
1003,68:51,Filomena Chepchirchir,KEN,01.12.81,Lisboa,16.03.2014
1003,68:51,Lucy Kabuu,KEN,24.03.84,København,13.09.2015
1003,68:51,Linet Masai,KEN,05.12.89,Lisboa,17.03.2019
1003,68:51,Veronica Nyaruai Wanjiru,KEN,29.10.89,Berlin,07.04.2019
1003,68:51+,Lonah Chemtai Salpeter,ISR,12.12.88,London,03.10.2021
1003,68:51+,Joyciline Jepkosgei,KEN,08.12.93,London,03.10.2021
1003,68:51+,Zeineba Yimer,ETH,17.06.98,London,03.10.2021
1003,68:51,Vivian Melly,KEN,12,23.10.2022
1020,68:52,Joyce Chepchumba,KEN,06.11.70,Glasgow,20.08.2000
1020,68:52,Jelena Prokopcuka,LAT,21.09.76,Miyazaki,06.01.2004
1020,68:52,Lornah Kiplagat,NED,01.05.74,Abu Dhabi,28.02.2008
1020,68:52a,Magdaline Mukunzi,KEN,22.10.83,Newcastle-South Shields,05.10.2008
1020,68:52,Dire Tune,ETH,19.06.85,Ra's Al Khaymah,18.02.2011
1020,68:52,Caroline Rotich,KEN,13.05.84,New York City,20.03.2011
1020,68:52,Shalane Flanagan,USA,07.08.81,Lisboa,25.03.2012
1020,68:52,Tadelech Bekele,ETH,11.04.91,New Delhi,29.11.2015
1020,68:52+,Brigid Kosgei,KEN,20.02.94,London,03.10.2021
1020,68:52+,Degitu Azimeraw,ETH,24.01.99,London,03.10.2021
1020,68:52+,Valary Aiyabei,KEN,08.06.91,London,03.10.2021
1020,68:52+,Joan Melly Chelimo,KEN,10.11.90,London,03.10.2021
1020,68:52+,Ashete Bekere,ETH,17.04.88,London,03.10.2021
1020,68:52+,Birhane Dibaba,ETH,11.09.93,London,03.10.2021
1034,68:53a,Elizabeth McColgan,GBR,24.05.64,Newcastle-South Shields,20.09.1992
1034,68:53a,Joanne Pavey,GBR,20.09.73,Newcastle-South Shields,05.10.2008
1034,68:53,Tiki Gelana,ETH,22.10.87,Marugame,03.02.2013
1034,68:53,Josephine Jepkoech,KEN,21.04.89,Barcelona,17.02.2013
1034,68:53a,Netsanet Gudeta,ETH,12.02.91,Roma-Ostia Lido,02.03.2014
1034,68:53a,Shure Demise,ETH,21.01.96,Roma-Ostia Lido,02.03.2014
1034,68:53,Edna Kiplagat,KEN,15.11.79,Olomouc,21.06.2014
1034,68:53,Caroline Kilel,KEN,21.03.81,Glasgow,05.10.2014
1034,68:53,Rose Chelimo,KEN,12.07.89,Adana,04.01.2015
1034,68:53,Netsanet Gudeta,ETH,12.02.91,Yangzhou,19.04.2015
1034,68:53,Netsanet Gudeta,ETH,12.02.91,Yangzhou,19.04.2016
1034,68:53A,Afera Godfay,ETH,25.09.91,Guadalajara,24.02.2019
1034,68:53,Caroline Rotich,KEN,13.05.84,Houston,19.01.2020
1034,68:53,Yitaysish Mekonene,ETH,17.03.00,København,19.09.2021
1034,68:53,Alemaz Samuel,ETH,05.07.99,Madrid,17.10.2021
1049,68:54,Catherina McKiernan,IRL,30.11.69,Remich-Grevenmacher,27.09.1998
1049,68:54,Miwako Yamanaka,JPN,24.05.78,Kobe,16.12.2001
1049,68:54,Linah Cheruiyot,KEN,01.03.73,Den Haag,23.03.2002
1049,68:54a,Ines Chenonge,KEN,01.02.82,Lisboa,24.03.2002
1049,68:54,Mizuki Noguchi,JPN,03.07.78,Sendai,13.05.2007
1049,68:54,Lydia Cheromei,KEN,11.05.77,Lille,01.09.2012
1049,68:54,Rose Chelimo,KEN,12.07.89,Valencia,18.10.2015
1049,68:54,Worknesh Degefa,ETH,28.10.90,Göteborg,21.05.2016
1057,68:55,Maria Albertina Dias,POR,26.04.65,Remich-Grevenmacher,24.09.1995
1057,68:55,Naoko Takahashi,JPN,06.05.72,Chiba,23.01.2000
1057,68:55,Yasuko Hashimoto,JPN,12.08.75,Kobe,16.12.2001
1057,68:55a,Sonia O'Sullivan,IRL,28.11.69,Newcastle-South Shields,26.09.2004
1057,68:55,Lydia Cheromei,KEN,11.05.77,New Delhi,21.11.2010
1057,68:55,Pauline Njeri,KEN,28.07.85,Lisboa,20.03.2011
1057,68:55,Meseret Hailu Debele,ETH,12.09.90,Kavarna,06.10.2012
1057,68:55,Valeria Straneo,ITA,05.04.76,København,29.03.2014
1057,68:55,Eunice Jepkirui,BRN,20.05.84,Gifu,15.05.2016
1057,68:55,Worknesh Degefa,ETH,28.10.90,Istanbul,30.04.2017
1057,68:55,Sinead Diver,AUS,17.02.77,Marugame,03.02.2019
1057,68:55,Stephanie Twell,GBR,17.08.89,Houston,19.01.2020
1057,68:55+,Ftaw Zeray,ETH,97,Berlin,25.09.2022
1057,68:55+,Risper Chebet,KEN,06.06.92,Berlin,25.09.2022
1071,68:56,Carla Beurskens,NED,10.02.52,Remich-Grevenmacher,21.09.1986
1071,68:56,Elana Meyer,RSA,10.10.66,Bristol,07.10.2001
1071,68:56,Marleen Renders,BEL,24.12.68,Den Haag,23.03.2002
1071,68:56,Alice Timbilil,KEN,01.02.83,Philadelphia,16.09.2007
1071,68:56,Chisato Osaki,JPN,19.04.87,Udine,14.10.2007
1071,68:56,Feyse Tadese,ETH,19.11.88,Kavarna,06.10.2012
1071,68:56,Ashu Kasim,ETH,20.10.84,Ra's Al Khaymah,15.02.2013
1071,68:56a,Edna Kiplagat,KEN,15.11.79,San Diego,02.06.2013
1071,68:56,Mare Dibaba,ETH,20.10.89,Ra's Al Khaymah,14.02.2014
1071,68:56,Peninah Arusei,KEN,23.02.79,Lille,05.09.2015
1071,68:56+,Gladys Cherono,KEN,12.05.83,London,22.04.2018
1071,68:56+,Brigid Kosgei,KEN,20.02.94,London,22.04.2018
1071,68:56+,Vivian Cheruiyot,KEN,11.09.83,London,22.04.2018
1071,68:56,Manami Kimura,JPN,05.07.83,Torun,30.03.2019
1071,68:56,Mao Ichiyama,JPN,29.05.97,Marugame,02.02.2020
1071,68:56,Melat Kejeta,GER,27.09.92,Ra's Al Khaymah,21.02.2020
1071,68:56,Daisy Cherotich,KEN,30.06.97,Riyadh,05.03.2022
1071,68:56,Sofia Yaremchuk,ITA,31.05.94,Pisa,09.10.2022
1071,68:56,Viola Chepngeno,KEN,19.09.98,Lisboa,12.03.2023
1090,68:57,Catherine N'dereba,KEN,21.07.72,Sapporo,07.07.2002
1090,68:57,Pamela Chepchumba,KEN,28.02.79,Azpeitia,31.03.2007
1090,68:57,Yuri Kano,JPN,27.10.78,Sapporo,15.06.2008
1090,68:57,Hurssa Mare Dibaba,ETH,20.10.89,Ra's Al Khaymah,18.02.2011
1090,68:57,Helena Kiprop,KEN,09.09.76,Lisboa,25.09.2011
1090,68:57,Edith Chelimo,KEN,16.07.86,Berlin,02.04.2017
1090,68:57,Keira D'Amato,USA,21.10.84,Shelby Township,28.10.2020
1097,68:58,Nadezhda Ilyina,RUS,02.04.64,Chelyabinsk,18.06.1994
1097,68:58a,Elana Meyer,RSA,10.10.66,Tokyo,22.01.1995
1097,68:58,Lidia Simon,ROU,04.09.73,Zürich-Uster,27.09.1998
1097,68:58,Zheng Guixia,CHN,24.06.73,Yamaguchi,11.03.2001
1097,68:58,Anne Chelegat Korir,KEN,04.06.69,Udine,29.09.2002
