Place,Time,Athlete,Country,Date of Birth,City,Event Date
795,60:09a,Kenenisa Bekele,ETH,13.06.82,Newcastle-South Shields,15.09.2013
795,60:09,Bernard Koech,KEN,31.01.88,Marugame,01.02.2015
795,60:09,Nicholas Bor,KEN,27.04.88,Praha,28.03.2015
795,60:09,Ismail Juma,TAN,03.08.91,Istanbul,30.04.2017
795,60:09,Julien Wanders,SUI,18.03.96,Barcelona,11.02.2018
795,60:09,Japheth Korir,KEN,30.06.93,Den Haag,11.03.2018
795,60:09,Aweke Ayalew,BRN,23.02.93,New Dehli,21.10.2018
795,60:09,Morris Munene,KEN,07.04.95,Zallaq,15.03.2019
795,60:09,John Loitang,KEN,18.03.91,Lisboa,17.03.2019
795,60:09,Gabriel Gerald Geay,TAN,10.09.96,Ra's Al Khaymah,21.02.2020
795,60:09,Amanal Petros,GER,17.05.95,Valencia,24.10.2021
812,60:10a,Martin Lel,KEN,29.10.78,Lisboa,16.03.2003
812,60:10,Jonathan Maiyo,KEN,05.05.88,Rotterdam,09.09.2007
812,60:10a,Martin Lel,KEN,29.10.78,Newcastle-South Shields,30.09.2007
812,60:10,Elijah Keitany,KEN,18.10.83,Berlin,06.04.2008
812,60:10,Mathew Kisorio,KEN,16.05.89,Porto,10.10.2010
812,60:10,Andualem Belay,ETH,05.04.92,Lille,01.09.2012
812,60:10a,Mohamed Farah,GBR,23.03.83,Newcastle-South Shields,15.09.2013
812,60:10,Ghirmay Ghebreslassie,ERI,14.11.95,København,29.03.2014
812,60:10,Edwin Kiptoo,KEN,28.12.87,Ra's Al Khaymah,13.02.2015
812,60:10,Fentahun Hunegnaw,ETH,96,Berlin,29.03.2015
812,60:10a,Mike Kigen,KEN,15.01.86,Newcastle-South Shields,13.09.2015
812,60:10,Tola Shura,ETH,09.06.96,København,17.09.2017
812,60:10,Moses Kurong,UGA,07.07.94,Barcelona,11.02.2018
812,60:10,Victor Chumo,KEN,19.03.87,Venlo,25.03.2018
812,60:10,Vincent Raimoi,KEN,16.07.96,Milano,24.03.2019
812,60:10,Tesfahun Aklnew Guangul,ETH,29.04.99,Barcelona,16.02.2020
812,60:10,Moses Koech,KEN,07.08.97,Den Haag,08.03.2020
812,60:10,Ibrahim Hassan,DJI,01.01.97,Valencia,24.10.2021
812,60:10,Kennedy Kimutai,KEN,03.06.99,Ra's Al Khaymah,19.02.2022
812,60:10,Ronald Kirui,KEN,06.12.98,Valencia,23.10.2022
832,60:11a,Matthews Temane,RSA,14.12.60,East London,25.07.1987
832,60:11a,Zithulele Sinqe,RSA,09.06.63,East London,25.07.1987
832,60:11a,Todd Williams,USA,07.03.69,Tokyo,24.01.1993
832,60:11,Robert Kipkoech Cheruiyot,KEN,26.09.78,Rotterdam,12.09.2004
832,60:11,Wilson Kiprotich Kebenei,KEN,20.07.80,Milano,10.04.2005
832,60:11,Abel Kirui,KEN,04.06.82,Rotterdam,09.09.2007
832,60:11,Gideon Ngatuny,KEN,10.10.86,Nagoya,24.11.2008
832,60:11,Charles Munyeki Kiama,KEN,02.11.86,Ra's Al Khaymah,20.02.2009
832,60:11,Zersenay Tadese,ERI,08.02.82,Nanning,16.10.2010
832,60:11,Martin Irungu Mathathi,KEN,25.12.85,Marugame,02.02.2014
832,60:11,Nicholas Kipkemboi,KEN,05.07.86,Praha,05.04.2014
832,60:11,Richard Mengich,KEN,03.04.89,Breda,05.10.2014
832,60:11,Paul Lonyangata,KEN,12.12.92,Lisboa,20.03.2016
832,60:11,Solomon Yego,KEN,10.05.87,Valencia,23.10.2016
832,60:11,James Mwangi Wangari,KEN,23.03.94,Lisboa,19.03.2017
832,60:11,Felix Kibitok,KEN,09.06.91,Milano,25.03.2018
832,60:11,Alexander Mutiso,KEN,10.09.96,København,16.09.2018
832,60:11,Shura Kitata Tola,ETH,09.06.96,Houston,20.01.2019
832,60:11,Bernard Kimani,KEN,10.09.93,Lisboa,17.03.2019
832,60:11,Moses Koech,KEN,07.08.97,Belfort,29.09.2019
832,60:11,Daniele Meucci,ITA,07.10.85,Roma-Ostia Lido,17.10.2021
832,60:11,Richard Yator,KEN,06.04.98,Ra's Al Khaymah,19.02.2022
832,60:11,Mogos Tuemay,ETH,27.05.97,Napoli,27.02.2022
832,60:11,Isaac Too,KEN,10.02.00,Valencia,23.10.2022
832,60:11,Kotaro Sinohara,JPN,03.09.02,Marugame,05.02.2023
857,60:12,John Yuda,TAN,09.06.79,Bristol,07.10.2001
857,60:12,William Todoo,KEN,05.02.80,Roma-Ostia Lido,05.03.2006
857,60:12,Joseph Maregu,KEN,22.11.77,Den Haag,15.03.2008
857,60:12,William Todoo,KEN,05.02.80,Berlin,06.04.2008
857,60:12,Jonah Maiyo,KEN,05.04.79,Rotterdam,14.09.2008
857,60:12,Nicholas Manza,KEN,02.03.85,Boulogne-Billancourt,16.11.2008
857,60:12,Vincent Yator,KEN,11.07.89,Paris,08.03.2015
857,60:12,James Runguru,KEN,14.01.93,Nice,26.04.2015
857,60:12,Simon Cheprot,KEN,02.07.93,Cardiff,26.03.2016
857,60:12,Geoffrey Yegon,KEN,28.08.88,Göteborg,21.05.2016
857,60:12a,Dathan Ritzenhein,USA,30.12.82,Newcastle-South Shields,11.09.2016
857,60:12a,Jake Robertson,NZL,14.11.89,Newcastle-South Shields,10.09.2017
857,60:12,Wilfred Kimitei,KEN,11.03.85,Ústí nad Labem,16.09.2017
857,60:12,Asbel Kipsang,KEN,10.09.93,Napoli,04.02.2018
857,60:12,Leonard Korir,USA,10.12.86,New Dehli,21.10.2018
857,60:12,Simon Cheprot,KEN,02.07.93,Lisboa,17.03.2019
857,60:12,Shadrack Koech,KEN,28.12.99,København,15.09.2019
857,60:12,Titus Ekiru,KEN,02.01.92,Lisboa,20.10.2019
857,60:12,Henry Rono,KEN,12.12.96,Valencia,27.10.2019
857,60:12,Felix Kipkoech,KEN,18.03.95,Boulogne-Billancourt,17.11.2019
857,60:12,Jake Robertson,NZL,14.11.89,Houston,19.01.2020
857,60:12,Joseph Ng´ang´a,KEN,16.10.99,Gifu,24.04.2022
879,60:13,Paul Tergat,KEN,17.06.69,Milano,16.04.1994
879,60:13,Solomon Bushendich,KEN,10.01.84,Den Haag,17.03.2007
879,60:13,Wilson Chebet,KEN,07.12.85,Remich,30.09.2007
879,60:13,Joseph Kiptoo,KEN,04.01.86,Berlin,05.04.2009
879,60:13,Samson Gebreyohanes,ERI,02.07.92,København,29.03.2014
879,60:13,Edwin Koech,KEN,14.12.87,Sarnen,07.09.2014
879,60:13,John Kiprotich,KEN,30.03.89,Roma-Ostia Lido,01.03.2015
879,60:13,Evans Kiplagat,KEN,05.03.88,Istanbul,26.04.2015
879,60:13,Peter Ndorobo,KEN,11.08.93,Roma-Ostia Lido,13.03.2016
879,60:13,Peter Ndorobo,KEN,11.08.93,Roma-Ostia Lido,12.03.2017
879,60:13,Philip Tarbei,KEN,13.02.94,Ústí nad Labem,16.09.2017
879,60:13,Kinde Atanaw,ETH,15.04.93,København,15.09.2019
879,60:13,Joseph Ng´ang´a,KEN,16.10.99,Ra's Al Khaymah,21.02.2020
879,60:13,Kenneth Renju,KEN,96,Lisboa,08.05.2022
879,60:13,Edward Cheserek,KEN,02.02.94,Valencia,23.10.2022
894,60:14a,Juan Armando Quintanilla,MEX,19.04.68,Tokyo,21.01.1996
894,60:14a,Hendrick Ramaala,RSA,02.02.72,Lisboa,16.03.2003
894,60:14,Evans Kiprop Cheruiyot,KEN,10.05.82,Roma-Ostia Lido,05.03.2006
894,60:14,Solomon Bushendich,KEN,10.01.84,Rotterdam,10.09.2006
894,60:14,Fabiano Joseph Naasi,TAN,24.12.85,Rotterdam,09.09.2007
894,60:14,Ayele Merkebu Birke,ETH,88,Den Haag,11.03.2012
894,60:14,Luka Rotich,KEN,07.08.88,Verbania,10.03.2013
894,60:14,Mike Kigen,KEN,15.01.86,Ra's Al Khaymah,13.02.2015
894,60:14,Emmanuel Kipsang,KEN,13.06.91,Lisboa,20.03.2016
894,60:14,Abdallah Mande,UGA,10.05.95,Venlo,25.03.2018
894,60:14,Jemal Yimer,ETH,11.09.96,Houston,20.01.2019
894,60:14,Sondre Nordstad Moen,NOR,12.01.91,Valencia,27.10.2019
894,60:14,Mande Bushendich,UGA,07.04.97,Barcelona,16.02.2020
894,60:14,Michael Kamau,KEN,92,Lille,20.03.2022
908,60:15a,Moses Tanui,KEN,20.08.65,Newcastle-South Shields,19.09.1993
908,60:15,Sammy Korir,KEN,12.12.71,Remich-Grevenmacher,27.09.1998
908,60:15,Hendrick Ramaala,RSA,02.02.72,Bristol,07.10.2001
908,60:15,Paul Kimaiyo Kimugul,KEN,04.03.80,Rotterdam,11.09.2005
908,60:15,Matthew Koech,KEN,01.01.83,Praha,28.03.2009
908,60:15,Mathew Kisorio,KEN,16.05.89,Philadelphia,19.09.2010
908,60:15,Nicholas Kipkemboi,KEN,05.07.86,Berlin,01.04.2012
908,60:15,Adugna Takele,ETH,26.02.89,København,29.03.2014
908,60:15,Vincent Yator,KEN,11.07.89,Santa Pola,18.01.2015
908,60:15,Aziz Lahbabi,MAR,03.02.91,Ústí nad Labem,16.09.2017
908,60:15,Guye Adola,ETH,20.10.90,Houston,14.01.2018
908,60:15,Stephen Kiprop,KEN,08.09.99,Olomouc,23.06.2018
908,60:15,Chimdessa Debele,ETH,13.09.03,Trento,03.10.2021
908,60:15,Sondre Nordstad Moen,NOR,12.01.91,Valencia,24.10.2021
908,60:15,Milkesa Mengesha,ETH,16.04.00,Verona,12.02.2023
923,60:16,Tujuba Megersa,ETH,15.10.87,Ra's Al Khaymah,20.02.2009
923,60:16,Eshetu Wondimu,ETH,26.01.82,Berlin,28.03.2010
923,60:16,Geoffrey Ronoh,KEN,29.11.82,Breda,05.10.2014
923,60:16,Joseph Kiptum,KEN,25.09.87,Istanbul,26.04.2015
923,60:16,Abraham Kipyatich,KEN,10.05.93,Praha,02.04.2016
923,60:16,Ali Kaya,TUR,20.04.94,Istanbul,24.04.2016
923,60:16,Solomon Yego,KEN,10.05.87,Ústí nad Labem,16.09.2017
923,60:16,Geoffrey Yegon,KEN,28.08.88,København,17.09.2017
923,60:16,Benard Kimeli,KEN,10.09.95,Ra's Al Khaymah,08.02.2018
923,60:16,Yohanes Gebregerish,ERI,01.01.89,Lisboa,11.03.2018
923,60:16,Gilbert Masai,KEN,20.05.81,Venlo,25.03.2018
923,60:16,Leonard Langat,KEN,07.08.90,Istanbul,08.04.2018
923,60:16,Mustapha El Aziz,MAR,24.12.85,Lisboa,14.10.2018
923,60:16,Victor Kiplangat,UGA,19.11.99,Belfort,29.09.2019
923,60:16,Gabriel Gerald Geay,TAN,10.09.96,Valencia,24.10.2021
923,60:16,Emmanuel Maru,KEN,04.01.01,Valencia,24.10.2021
939,60:17a,Dionisio Cerón,MEX,09.10.65,Tokyo,24.01.1993
939,60:17,Benson Barus,KEN,04.07.80,Rotterdam,10.09.2006
939,60:17,Francis Kiprop,KEN,04.06.82,Den Haag,17.03.2007
939,60:17,Samuel Tsegay Tesfamriam,ERI,24.02.88,Birmingham,11.10.2009
939,60:17,Peter Kirui,KEN,02.01.88,Berlin,28.03.2010
939,60:17,Bernard Koech,KEN,31.01.88,Den Haag,11.03.2012
939,60:17,Silas Kipruto,KEN,26.09.84,Lisboa,16.03.2014
939,60:17,Richard Mengich,KEN,03.04.89,Berlin,30.03.2014
939,60:17,Silas Kimutai,KEN,12.10.83,Berlin,30.03.2014
939,60:17,Edwin Rotich,KEN,08.08.88,Yangzhou,20.04.2014
939,60:17,Geoffrey Ronoh,KEN,29.11.82,Olomouc,21.06.2014
939,60:17,Kinde Atanaw,ETH,15.04.93,New Delhi,23.11.2014
939,60:17,Kenneth Kipkemoi,KEN,02.08.84,Berlin,29.03.2015
939,60:17,Yuta Shitara,JPN,18.12.91,Ústí nad Labem,16.09.2017
939,60:17,Morris Munene,KEN,07.04.95,Lisboa,11.03.2018
939,60:17,Guye Adola,ETH,20.10.90,Roma-Ostia Lido,10.03.2019
939,60:17,Mohamed Reda El,Aaraby,MAR,13 Gdynia,17.10.2020
939,60:17,Enos Kakopil,KEN,6,19.09.2021
939,60:17,Mathanga Mbuleli,RSA,24.09.93,Roma-Ostia Lido,17.10.2021
939,60:17,Ayana Gizealew,ETH,11.02.03,Cardiff,02.10.2022
959,60:18,Mohammed Mourhit,BEL,10.10.70,Kosice,04.10.1997
959,60:18,Evans Kiprop Cheruiyot,KEN,10.05.82,Udine,24.09.2006
959,60:18,Paul Kirui,KEN,05.02.80,Udine,24.09.2006
959,60:18,Benson Barus,KEN,04.07.80,Roma-Ostia Lido,25.02.2007
959,60:18a,Samuel Wanjiru,KEN,10.11.86,Newcastle-South Shields,30.09.2007
959,60:18,Charles Munyeki Kiama,KEN,02.11.86,Rotterdam,13.09.2009
959,60:18,Haile Gebrselassie,ETH,18.04.73,Wien,17.04.2011
959,60:18a,Mike Kigen,KEN,15.01.86,Newcastle-South Shields,16.09.2012
959,60:18,Charles Ndirangu,KEN,08.02.93,Yamaguchi,15.02.2015
959,60:18,Leonard Langat,KEN,07.08.90,Istanbul,26.04.2015
959,60:18,Titus Mbishei,KEN,28.10.90,Istanbul,26.04.2015
959,60:18,Abdallah Mande,UGA,10.05.95,Barcelona,11.02.2018
959,60:18,Bedan Karoki,KEN,21.08.90,Houston,20.01.2019
959,60:18,Albert Kangogo,KEN,16.08.87,Valencia,27.10.2019
959,60:18,James Runguru,KEN,14.01.93,Den Haag,08.03.2020
959,60:18,Chimdessa Debele,ETH,13.09.03,Cardiff,02.10.2022
959,60:18,Cameron Levins,CAN,28.03.89,Vancouver,12.02.2023
976,60:19a,Sammy Korir,KEN,12.12.71,Lisboa,28.03.2004
976,60:19,Jonathan Kipkorir,KEN,29.12.82,Roma-Ostia Lido,24.02.2008
976,60:19,Chala Dechase,ETH,13.06.84,Ra's Al Khaymah,20.02.2009
976,60:19,Stephen Kibiwott,KEN,03.04.80,Praha,28.03.2009
976,60:19,Zersenay Tadese,ERI,08.02.82,Kavarna,06.10.2012
976,60:19,Wilson Kiprop,KEN,14.04.87,Lisboa,06.10.2013
976,60:19,Stephen Chebogut,KEN,09.01.85,Lille,05.06.2015
976,60:19,Bonsa Dida,ETH,21.01.95,Lille,05.06.2015
976,60:19,Vincent Kipruto,KEN,13.09.87,Lille,05.06.2015
976,60:19,Meschak Koech,TAN,27.07.89,Venlo,26.03.2017
976,60:19,Geoffrey Yegon,KEN,28.08.88,Göteborg,20.05.2017
976,60:19,Abrar Osman,ERI,01.01.94,København,17.09.2017
976,60:19,Stephen Kissa,UGA,01.12.95,Madrid,17.10.2021
989,60:20,Rachid Berradi,ITA,29.08.75,Milano,13.04.2002
989,60:20,Dickson Marwa,TAN,06.03.82,Rotterdam,14.09.2008
989,60:20,Silas Sang,KEN,21.08.78,Lisboa,04.10.2009
989,60:20,Eric Ndiema,KEN,28.12.92,Milano,27.03.2011
989,60:20,Andualem Belay,ETH,05.04.92,Den Haag,11.03.2012
989,60:20,Goitom Kifle,ERI,03.12.93,Azpeitia,22.03.2014
989,60:20,Benjamin Gandu,KEN,21.05.90,Marugame,01.02.2015
989,60:20,Jorum Okombo,KEN,10.12.97,Venlo,26.03.2017
989,60:20,Feyisa Lilesa,ETH,01.02.90,Houston,14.01.2018
989,60:20,Shura Kitata Tola,ETH,09.06.96,Houston,14.01.2018
989,60:20,Leonard Langat,KEN,07.08.90,Barcelona,11.02.2018
989,60:20,Bernard Ngeno,KEN,10.08.96,Houston,20.01.2019
989,60:20,Edwin Kiptoo,KEN,14.08.93,Ra's Al Khaymah,08.02.2019
989,60:20,Sondre Nordstad Moen,NOR,12.01.91,København,15.09.2019
989,60:20,Maxwell Rotich,UGA,05.08.98,Ra's Al Khaymah,21.02.2020
989,60:20,Amos Kurgat,KEN,07.03.92,Praha,05.09.2020
989,60:20,Geoffrey Koech,KEN,28.08.93,København,19.09.2021
989,60:20,Isaac Kibet,UGA,05.05.96,Lille,20.03.2022
989,60:20,Emmauel Bor,KEN,14.04.88,Istanbul,27.03.2022
1008,60:21,David Kosgei,KEN,77,Gargnano,29.09.2002
1008,60:21,Zakayo Ngatho,KEN,18.03.78,Marugame,02.02.2003
1008,60:21,Duncan Kipkemboi Kibet,KEN,25.04.78,Lisboa,21.03.2010
1008,60:21,Silas Kipruto,KEN,26.09.84,New Delhi,21.11.2010
1008,60:21,Peter Some,KEN,05.06.90,Lisboa,17.03.2013
1008,60:21,Josphat Kiptis,KEN,16.11.93,Olomouc,20.06.2015
1008,60:21,Yohannes Ghebregergis,ERI,01.01.89,Praha,02.04.2016
1008,60:21,Albert Kangogo,KEN,16.08.87,Venlo,26.03.2017
1008,60:21,Nicholas Kosimbei,KEN,10.01.96,Lisboa,11.03.2018
1008,60:21,Nicholas Kosimbei,KEN,10.01.96,Lisboa,17.03.2019
1008,60:21,Robert Kipchirchir,KEN,11.04.98,Venlo,30.03.2019
1008,60:21,Jake Robertson,NZL,14.11.89,Verona,12.02.2023
1020,60:22,Japhet Kosgei,KEN,20.12.68,Udine,01.10.2000
1020,60:22,Charles Kamathi,KEN,18.05.78,Milano,13.04.2002
1020,60:22,Paul Kirui,KEN,05.02.80,Roma-Ostia Lido,29.02.2004
1020,60:22,Robert Kipchumba,KEN,24.02.84,Milano,03.04.2004
1020,60:22,James Kipsang Kwambai,KEN,28.02.83,Udine,26.09.2004
1020,60:22,Duncan Kipkemboi Kibet,KEN,25.04.78,San José,08.10.2006
1020,60:22,Joseph Maregu,KEN,22.11.77,Paris,11.03.2007
1020,60:22,James Kipsang Kwambai,KEN,28.02.83,Roma-Ostia Lido,24.02.2008
1020,60:22,Sammy Kirop Kitwara,KEN,26.11.86,Nanning,16.10.2010
1020,60:22,Silas Chebogel,KEN,20.01.87,Yangzhou,20.04.2014
1020,60:22,Richard Mengich,KEN,03.04.89,Istanbul,26.04.2015
1020,60:22,Richard Mengich,KEN,03.04.89,Udine,20.09.2015
1020,60:22,Terefa Deleba,ETH,98,Istanbul,30.04.2017
1020,60:22,Abraham Cheroben,BRN,10.11.92,Valencia,24.03.2018
1020,60:22,John Loitang,KEN,18.03.91,Yangzhou,21.04.2019
1020,60:22,Alfred Barkach,KEN,02.03.97,København,15.09.2019
1020,60:22,Kenenisa Bekele,ETH,13.06.82,London,01.03.2020
1020,60:22,Charles Karanja,KEN,05.08.97,Gifu,24.04.2022
1038,60:23a,Vincent Rousseau,BEL,29.07.62,Tokyo,23.01.1994
1038,60:23,Shem Kororia,KEN,25.09.72,Gualtieri,31.03.1997
1038,60:23,Paul Tergat,KEN,17.06.69,Milano,12.04.1997
1038,60:23,Gert Thys,RSA,12.11.71,Kosice,04.10.1997
1038,60:23,David Kipkorir,KEN,15.12.74,Roma-Ostia Lido,24.02.2008
1038,60:23,Patrick Nthiwa,KEN,30.06.83,Monterrey,21.11.2008
1038,60:23,Mohamed Farah,GBR,23.03.83,New York City,20.03.2011
1038,60:23,Stanley Biwott,KEN,21.04.86,Azkoitia,26.03.2011
1038,60:23,Stephen Kibiwott,KEN,03.04.80,Lille,03.09.2011
1038,60:23,Cosmas Jairus Kipchoge,KEN,21.03.86,Lille,05.06.2015
1038,60:23,Hicham Amghar,MAR,15.05.94,Marrakech,28.01.2018
1038,60:23,Geoffrey Yegon,KEN,28.08.88,Roma-Ostia Lido,10.03.2019
1038,60:23,Titus Mbishei,KEN,28.10.90,Manama,12.12.2021
1038,60:23,Bravin Kiprop,KEN,01.01.01,Verona,12.02.2023
1052,60:24a,Benson Masya,KEN,14.05.70,Newcastle-South Shields,20.09.1992
1052,60:24,Benson Masya,KEN,14.05.70,Den Haag,03.04.1993
1052,60:24a,Moses Tanui,KEN,20.08.65,Tokyo,25.01.1998
1052,60:24,Philip Tarus,KEN,11.09.74,Milano,04.04.1998
1052,60:24,Hendrick Ramaala,RSA,02.02.72,Zürich-Uster,27.09.1998
1052,60:24,Khalid Skah,MAR,29.01.67,Zürich-Uster,27.09.1998
1052,60:24,Elijah Lagat,KEN,19.06.66,Remich-Grevenmacher,26.09.1999
1052,60:24,Tesfaye Tola,ETH,19.10.74,Bristol,07.10.2001
1052,60:24,Marco Mazza,ITA,25.06.77,Milano,13.04.2002
1052,60:24a,Robert Kipkoech Cheruiyot,KEN,26.09.78,Lisboa,16.03.2003
1052,60:24,Dickson Marwa,TAN,06.03.82,Udine,14.10.2007
1052,60:24,Hillary Kipchirchir,KEN,30.04.81,Monterrey,21.11.2008
1052,60:24,Terefe Maregu Zewdie,ETH,23.10.82,Berlin,28.03.2010
1052,60:24,Nicholas Kipkemboi,KEN,05.07.86,New Delhi,15.12.2013
1052,60:24,Robert Chemosin,KEN,01.02.89,Roma-Ostia Lido,02.03.2014
1052,60:24,Henry Kiplagat,KEN,16.12.82,Praha,05.04.2014
1052,60:24,Sammy Kirop Kitwara,KEN,26.11.86,Luanda,07.09.2014
1052,60:24,Joshua Kipkorir,KEN,10.03.94,Xiamen,10.12.2016
1052,60:24,Edwin Koech,KEN,25.03.92,Verona,12.02.2017
1052,60:24,Kenneth Kipkemoi,KEN,02.08.84,Venlo,26.03.2017
1052,60:24,Amos Kipruto,KEN,16.09.92,Göteborg,20.05.2017
1052,60:24,Vincent Rono,KEN,22.06.86,Ra's Al Khaymah,08.02.2018
1052,60:24,John Langat,KEN,31.12.96,Venlo,25.03.2018
1052,60:24,Justus Kangogo,KEN,10.10.95,Praha,07.04.2018
1052,60:24,Abdi Nageeye,NED,02.03.89,Marugame,03.02.2019
1052,60:24,Edwin Cheruiyot,Soi,KEN,2 Granollers,24.02.2019
1052,60:24,William Wanjiku,KEN,07.05.95,Zwolle,15.06.2019
1052,60:24,Precious Mashele,RSA,13.10.90,Gdynia,17.10.2020
1052,60:24,Geoffrey Koech,KEN,28.08.93,Manama,12.12.2021
1052,60:24,Milkesa Mengesha,ETH,16.04.00,Houston,16.01.2022
1052,60:24,Jonathan Maiyo,KEN,05.05.88,København,18.09.2022
1083,60:25a,Hendrick Ramaala,RSA,02.02.72,Newcastle-South Shields,14.09.1997
1083,60:25,John Yuda,TAN,09.06.79,Milano,05.04.2003
1083,60:25,John Yuda,TAN,09.06.79,Milano,10.04.2005
1083,60:25,William Kipsang,KEN,26.06.77,Den Haag,17.03.2007
1083,60:25,Atsushi Sato,JPN,08.05.78,Udine,14.10.2007
1083,60:25,Nicholas Kiprono,KEN,07.11.87,Nice,19.04.2009
1083,60:25,Gebre-egziabher Gebremariam,ETH,10.09.84,Philadelphia,19.09.2010
1083,60:25,Gebre-egziabher Gebremariam,ETH,10.09.84,New York City,20.03.2011
1083,60:25,Dereje Hailegiorgis,ETH,27.09.84,Milano,27.03.2011
1083,60:25,Wilson Kipsang Kiprotich,KEN,15.03.82,Olomouc,21.06.2014
1083,60:25,Abraham Kasongor,KEN,10.12.93,Istanbul,26.04.2015
1083,60:25,Sammy Kirop Kitwara,KEN,26.11.86,Luanda,06.09.2015
1083,60:25,Noah Kigen,KEN,12.06.89,Venlo,26.03.2017
1083,60:25,Isaac Langat,KEN,18.12.94,Ústí nad Labem,16.09.2017
1083,60:25,Abadi Hadis,ETH,06.11.97,New Dehli,19.11.2017
1083,60:25,Aron Kifle,ERI,20.02.98,Valencia,27.10.2019
1083,60:25,Abayneh Degu,ETH,01.12.98,Ra's Al Khaymah,19.02.2022
1083,60:25,Joseph Ng´ang´a,KEN,16.10.99,Yamaguchi,12.02.2023
1101,60:26a,Simon Loywapet,KEN,24.12.72,Lisboa,12.03.1995
1101,60:26,Tendai Chimusasa,ZIM,28.01.71,Remich-Grevenmacher,24.09.1995
1101,60:26a,Zebedaiyo Bayo,TAN,20.05.76,Lisboa,15.03.1998
1101,60:26a,Joseph Kimani,KEN,21.09.72,Lisboa,21.03.1999
1101,60:26a,Hendrick Ramaala,RSA,02.02.72,Lisboa,01.04.2001
1101,60:26,Cuthbert Nyasango,ZIM,17.09.82,Udine,14.10.2007
1101,60:26,Sammy Kirop Kitwara,KEN,26.11.86,Den Haag,13.03.2011
1101,60:26,Joseph Kiptum,KEN,25.09.87,Berlin,01.04.2012
1101,60:26,Getu Feleke,ETH,28.11.86,Ra's Al Khaymah,15.02.2013
1101,60:26,John Mwangangi,KEN,01.11.90,Den Haag,09.03.2014
1101,60:26,Adugna Takele,ETH,26.02.89,Praha,28.03.2015
1101,60:26,Amanuel Mesel,ERI,29.12.90,Praha,28.03.2015
1101,60:26,Thomas Ayeko,UGA,10.02.92,København,18.09.2016
1101,60:26,Geoffrey Yegon,KEN,28.08.88,København,18.09.2016
1101,60:26,Evans Cheruiyot,KEN,24.09.91,Istanbul,08.04.2018
1101,60:26,Betesfa Getahun,ETH,25.09.98,København,16.09.2018
1101,60:26,Gabriel Gerald Geay,TAN,10.09.96,Houston,20.01.2019
1101,60:26,Getaneh Tamire,ETH,10.01.94,Zallaq,15.03.2019
1101,60:26,Haymanot Alewe,ETH,11.11.97,Istanbul,07.04.2019
1101,60:26,Adugna Takele,ETH,26.02.89,Istanbul,07.04.2019
1101,60:26,Mohcine Outalha,MAR,15.12.98,Gdynia,17.10.2020
1122,60:27a,Steve Moneghetti,AUS,26.09.62,Tokyo,26.01.1992
1122,60:27,Khalid Skah,MAR,29.01.67,Oslo,24.09.1994
1122,60:27,Joseph Kibor,KEN,22.12.72,Gualtieri,31.03.1997
1122,60:27,Khalid Khannouchi,MAR,22.12.71,Philadelphia,28.09.1997
1122,60:27a,Josephat Kiprono,KEN,12.12.73,Lisboa,15.03.1998
1122,60:27,Titus Munji,KEN,20.12.79,Berlin,01.04.2001
1122,60:27a,Paul Tergat,KEN,17.06.69,Lisboa,01.04.2001
1122,60:27,Fabiano Joseph Naasi,TAN,24.12.85,Udine,14.10.2007
1122,60:27,Daniel Rono,KEN,13.07.78,Rotterdam,14.09.2008
1122,60:27,Abel Kirui,KEN,04.06.82,Ra's Al Khaymah,20.02.2009
1122,60:27,Tujuba Megersa,ETH,15.10.87,Remich,26.09.2010
1122,60:27,Teshome Mekonen,ETH,05.08.95,Praha,28.03.2015
1122,60:27,Edwin Kipyego,KEN,16.11.90,Den Haag,06.03.2016
1122,60:27,Polat Arikan,TUR,12.12.90,Lisboa,17.03.2019
1122,60:27,James Runguru,KEN,14.01.93,Yamaguchi,09.02.2020
1122,60:27,John Kipkosgei,KEN,02.12.96,Houston,16.01.2022
1122,60:27,Muktar Edris,ETH,14.01.94,Napoli,26.02.2023
1122,60:27,Solomon Berihu,ETH,02.10.99,Lisboa,12.03.2023
1140,60:28a,Dionisio Cerón,MEX,09.10.65,Tokyo,23.01.1994
1140,60:28,Germán Silva,MEX,09.01.68,Oslo,24.09.1994
1140,60:28a,Juan Armando Quintanilla,MEX,19.04.68,Tokyo,19.01.1997
1140,60:28a,Khalid Khannouchi,MAR,22.12.71,Lisboa,26.03.2000
1140,60:28a,Charles Kamathi,KEN,18.05.78,Lisboa,28.03.2004
1140,60:28,Benson Cherono,KEN,30.06.84,Udine,26.09.2004
1140,60:28,Yared Asmeron,ERI,03.02.79,Azpeitia,31.03.2007
1140,60:28,Tilahun Regessa,ETH,18.01.90,New Delhi,09.11.2008
1140,60:28,Gilbert Masai,KEN,20.05.81,Lisboa,21.03.2010
1140,60:28,Abel Kirui,KEN,04.06.82,Barcelona,26.02.2012
1140,60:28,Geoffrey Ronoh,KEN,29.11.82,Praha,28.03.2015
1140,60:28,Mohamed Ziani,MAR,01.01.93,Marrakesh,29.01.2017
1140,60:28,Teshome Mekonen,ETH,05.08.95,New York City,19.03.2017
1140,60:28,Lelisa Desisa Benti,ETH,14.01.90,Ra's Al Khaymah,08.02.2018
1140,60:28,Atsedu Tsegay,ETH,17.12.91,Lisboa,11.03.2018
1140,60:28,Seifu Tura,ETH,17.06.97,Yangzhou,21.04.2019
